1471|||Agrargenossenschaft Radeburg eG|Radeburg Stadt|712795|2376|035208 81000||Hauptstraße 28b|||Landwirtschaftsbetrieb|Agrargenossenschaft Radeburg e.G.|http://www.agrargenossenschaft-radeburg.de/
15907|||Agrargen. Radensdorf eG|Lübben (Spreewald) Stadt|1049750|3499|03546 276020||An der Bukoitza|||Hersteller|Agrargenossenschaft Radensdorf e.G. Sitz Lübben|http://www.agrar-radensdorf.de/
6766|||AG Raguhn e.G.|Bitterfeld-Wolfen Stadt|380291|1268|03494 23229||Schäferstraße 1|||Landmaschinenhändler|Agrargenossenschaft Raguhn e.G|http://www.dasoertliche.de/Themen/Agrargenossenschaft-Raguhn-e-G-Bitterfeld-Wolfen-Bobbau-Sch%C3%A4ferstr
99518|||Agrargenossenschaft Rannstedt eG|Rannstedt|634857|2116|036463 4420||Dorfstraße 41|||Landmaschinenhändler|Agrargenossenschaft Rannstedt eG|http://www.ezgq.com/scripts/EZGQ.EXE?Mitglied2=Agrargenossenschaft+Rannstedt+e.G.
99636|||Agrargenossenschaft Rastenberg e.G.|Rastenberg Stadt|409350|1365|036377 80227||Roldislebenerstr. 3|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Rastenberg e.G.|http://www.agrar-rastenberg.de/
39288|||Agrarg. Reesen e.G.|Burg Stadt|237095|790|03921 2221||Grabower Weg 5||||Agrargenossenschaft Reesen eG|http://www.firmenwissen.de/az/firmeneintrag/39288/3170042809/AGRARGENOSSENSCHAFT_REESEN_EG.html
2894|||Agrargenossenschaft Reichenbach/Mengelsdorf eG|Reichenbach/O.L. Stadt|169289|564|035828 70775||Löbauer Str. 21|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Reichenbach/Mengelsdorf eG|http://reichenbach-oberlausitz.stadtbranchenbuch.com/3482254.html
98634|||Agrargenossenschaft Reichenhausen e.G|Erbenhausen|317935|1060|036946 30205||Auf dem Elm 4|||Landwirtschaft|Agrargenossenschaft Reichenhausen eG|http://www.firmenwissen.de/az/firmeneintrag/98634/3210028760/AGRARGENOSSENSCHAFT_REICHENHAUSEN_EG.html
1744|||MKHR Mutterkuhhaltung Reinholdshain GmbH|Dippoldiswalde Stadt|68733|229|03504 615536||Alte Dresdner Str. 10|||Grosshändler|Agrargenossenschaft Reinholdshain e.G.|http://branchenbuch.meinestadt.de/dippoldiswalde/company/10938511
7768|||Agrargenossenschaft  Reinstädter Grund eG|Reinstädt|425799|1419|036422 22228||Am Geunitzer Weg 1|||Landwirtschaftsbetrieb|Agrargenossenschaft Reinstädter Grund eG|http://www.lifestart.de/unternehmen/agrargenossenschaft-reinstaedter-grund-eg/
99869|||Agrargenossenschaft  Remstädt eG|Remstädt|353937|1180|03621 853467||Warzaer Str.|||Landmaschinenhändler|Agrargenossenschaft Remstädt eG|http://www.stadtbranchenbuch-thueringen.de/remstaedt/179771.html
16928|||AG eG Retzin|Plattenburg|379401|1265|033983 70180||Retziner Weg|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Retzin eG|http://prignitzer-genossenschaften.de/?cid=1363263707&name=Agrargenossenschaft#Kontakt
6493|||Agrar-Genossenschaft Rieder e.G.|Ballenstedt Stadt|194617|649|039485 50060||Rathausstraße 9|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Rieder e. G.|http://www.firmendb.de/firmen/5726707.php
