18461|||Milchhof Franzburg GbR|Franzburg Stadt|106534|355|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18461/3190319200/MARTYN_VAN_DEN_BERG_JURGITA_VALIUKONYTE.html|None
96187|||Willi Löhrlein GbR|Stadelhofen|106456|355|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/34582/6150471276/WILLI_UND_HEIKE_KLEMENT_GBR.html|None
25764|||Karsten und Mark Thöming GbR|Schülp|106400|355|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Karsten+und+Mark+Th%C3%B6ming+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
9456|||Landgut Wiesa GmbH / die|Annaberg-Buchholz Stadt|106369|355|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09430/3310015719/LANDGUT_SCHOENFELD_GMBH.html|None
14715|||GbR Bauernhof Schmücker|Havelaue|106294|354|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/46244/4090228221/PHILIPP_MAASSEN_LANDWIRTSCHAFT.html|bauernhof-maassen@t-online.de
54538|||Schmitt Agrar GbR|Bausendorf|106228|354|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/54538/5350121825/KARL_HEINZ_SCHMITT_MICHAEL_SCHMITT_JOERG_SCHUMACHER_SCHMITT_AGRAR_GBR.html|schmitt-k-h@t-online.de
26954|||Milchhof Luers GbR|Nordenham Stadt|105956|353|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/26954/2370072739/HERGEN_LUERS_LANDWIRTSCHAFT.html|None
4703|||Landwirtschaftlicher Betrieb Löffler Inhaber: Ronald Löffler|Leisnig Stadt|105801|353|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04703/3150223267/RONALD_LOEFFLER_LANDWIRTSCHAFTSBETRIEB.html|None
27308|||Milchhof Bremer GbR|Kirchlinteln|105694|352|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/27308/2050748879/ANKE_BREMER_ONNO_BREMER_GBR_MILCHHOF_BREMER.html|None
4769|||Amann GbROskar Amann und Hans Amann|Mügeln Stadt|105613|352|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04769/3150136707/HANS_AMANN_UND_OSKAR_AMANN_GBR_LANDWIRTSCHAFTSBETRIEB.html|None
63654|||Norbert und Christa Mäser GbR|Büdingen Stadt|105574|352|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/63654/6110421475/NORBERT_MAESER_CHRISTA_MAESER_LANDWIRTSCHAFT.html|norbert-maeser@web.de
37133|||Teichmann-Vollmer GbR|Friedland|105561|352|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/37133/2110187859/TEICHMANN_VOLLMER_BETRIEBSGEMEINSCHAFT.html|None
18230|||Burgmans GbR|Biendorf|105510|352|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Burgmans+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
19309|||GbR Möller|Lenzerwische|105323|351|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/21521/2151567934/URSULA_MOELLER_BORNEMANN_CLEMENS_WUELFING_GBR_MOELLER_BORNEMANN_BET_GBR.html|None
6317|||Agrar GbR Reinartz-Kunze|Seegebiet Mansfelder Land|105302|351|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06317/3130247007/JOSEF_REINARTZ_KUNZE_GBR_SCHAEFEREI_AEBTISCHRODE_GBR.html|klostergut-holzzelle@t-online.de
32339|||Flömer-Peitsmeyer GbR|Espelkamp Stadt|105199|351|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/32339/4170354888/ERNST_FLOEMER_UND_MIRIAM_PEITSMEYER.html|None
17375|||Luinge Gut Luckow GmbH|Luckow|105163|351|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17375/3490069820/LUINGE_GUT_LUCKOW_GMBH.html|None
1877|||Alkofer Michael u. Brigitte u. Sohn GbRHerrn Michael Alkofer|Demitz-Thumitz|104957|350|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Alkofer+Michael+u.+Brigitte+u.+Sohn+GbRHerrn+Michael+Alkofer+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39279|||Theresienhof Ldw.GbR|Möckern Stadt|104920|350|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/38173/2030318420/THERESIENHOF_GMBH.html|info@theresienhof-goslar.de
34233|||Gutsverwaltung Winterbüren|Fuldatal|104792|349|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/34233/6150293174/DR_FRIEDRICH_WOLFRAM_FRH_WAITZ_V_ESCHEN_GUTSVERWALTUNG.html|gutsverwaltung@winterbueren.de
29496|||LW. BG Liestmann GbR|Waddeweitz|104708|349|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LW.+BG+Liestmann+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18311|||Mutterkuhbetrieb Klockenhagen GmbH & Co KG|Ribnitz-Damgarten Stadt|104621|349|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18311/3190401337/MUTTERKUHBETRIEB_KLOCKENHAGEN_GMBH_CO_KG.html|None
86637|||Josef Kanefzky GbR|Zusamaltheim|104595|349|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/86637/8030269786/OTTO_KANEFZKY_LANDWIRTSCHAFT.html|None
26316|||de Jungs GbR|Varel Stadt|104567|349|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/26345/2370111038/GEROLD_U_DIETER_SIES_KARL_LEHMANN_KLAUS_KUHLMANN_DE_JUNGS_GBR.html|None
38489|||Lahmann GbR Stapen|Beetzendorf|104475|348|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/38489/3350042138/LAHMANN_SOHN_GBR.html|None
74706|||Hübl Steffen u. Sonja GbR|Osterburken Stadt|104394|348|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/49424/2050912982/STEFFEN_TEUBEL_U_MAREIKE_TINZMANN_T_T_MESSEBAU_GBR.html|None
1778|||Hubald & Voigt Agrardienstl. GmbH Bärenstein|Altenberg Stadt|104378|348|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01778/3070104720/HUBALD_UND_VOIGT_AGRARDIENSTLEISTUNGEN_GMBH_BAERENSTEIN.html|None
49457|||Hagries GbR|Drebber|104314|348|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/46325/4030079950/ANNA_SIXTINA_HARRIS_ANTIQUITAETEN.html|harris@sixtima.org
21409|||Cordes GbR|Embsen|103460|345|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/26203/2370198110/MOHRMANN_CORDES_GBR_SANDABBAU.html|None
39326|||Bäuerliche BG Börde GbR|Hohe Börde|103374|345|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39164/3170026779/DIETER_HORSTMANN_KARL_HORSTMANN_GBR_BAEUERLICHE_BETRIEBSGEMEINSCHAFT.html|None
21737|||Klaus & Carsten Wist GbR|Wischhafen|103367|345|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/21737/2150785013/KLAUS_WIST_UND_CARSTEN_WIST_LANDWIRTSCHAFT.html|carstenwist@t-online.de
1809|||Dr. Griesbach & Sohn Obsthof Borthen/Gorknitz vertr. d. Dr. Klaus Griesbach und Peter Griesbach|Dohna Stadt|103244|344|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Dr.+Griesbach+%26+Sohn+Obsthof+Borthen%2FGorknitz+vertr.+d.+Dr.+Klaus+Griesbach+und+Peter+Griesbach+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
38350|||EON Kraftwerke GmbH|Helmstedt Stadt|103239|344|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/30457/8350117034/E_ON_KRAFTWERKE_GMBH.html|info@eon-Kraftwerke.com
21785|||Anja & Ernst-Heinrich Blohm GbR|Belum|103239|344|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/21785/2151407515/ANJA_BLOHM_UND_ERNST_HEINRICH_BLOHM_LANDWIRTSCHAFT.html|None
35410|||O.H.R. Ackergut GmbH & Co. KG Annette Seifert-Ruwe|Hungen Stadt|103161|344|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/5/3/8/4/2_1.html|None
39596|||Lindau GbR|Hohenberg-Krusemark|103064|344|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/88131/8150206023/SYNERGIE_SOZIALE_BILDUNG_GBR.html|info@soziale-bildung.de
29379|||BG Koch GbR|Wittingen Stadt|102903|343|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/bu_138.html|None
99518|||Landwirtschaftsbetrieb Sturm GbR|Bad Sulza Stadt|102892|343|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99510/3450102906/FRANZISKA_STURM_MONIKA_STURM_PHILIPP_STURM_NADINE_STURM_GBR.html|None
21629|||Wiegers Mojen GbR|Ludwigslust Stadt|102889|343|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/21629/2151071824/HENNING_WIEGERS_UND_ANDRAE_MOJEN_DIENSTLEISTUNGEN.html|wiegersmojengbr@web.de
39576|||Schulz GbR|Stendal Hansestadt|102778|343|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39624/3350027508/SCHULZ_GBR.html|schulz-gbr-wernstedt@freemail.de
16928|||Milchviehhof Schultz GbR|Groß Pankow (Prignitz)|102759|343|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/16928/3270038131/BURKHARD_SCHULTZ_MARLIES_SCHULTZ_GBR.html|None
17291|||Bertram Horst  -  LWB|Göritz|102747|342|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Bertram+Horst++-++LWB+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39387|||LBG Henties-Winkler|Oschersleben (Bode) Stadt|102744|342|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/07381/3430047709/LBG_GMBH.html|Lausnitzer-Baugeraete@t-online.de
6333|||Freier GbR|Arnstein Stadt|102656|342|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06333/3130230698/ODETT_FREIER_ORLETT_FREIER_GBR_LANDWIRTSCHAFTSBETRIEB.html|Freier-Quenstedt@t-online.de
17139|||Rinderzuchtgesellschaft Basedow mbH|Basedow|102653|342|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17139/3490032617/RINDERZUCHTGESELLSCHAFT_BASEDOW_MBH.html|None
16775|||Agrar GbR Wöller|Sonnenberg|102577|342|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/16775/2011323956/MARGOT_WOELLER_UND_RALF_WOELLER_AGRAR_GBR_WOELLER.html|None
29499|||Wilhelm & Frank Saucke GbR|Zernien|102542|342|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Wilhelm+%26+Frank+Saucke+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
16928|||BLUMAG Mutterkuhhltg.GmbH|Heiligengrabe|102524|342|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=BLUMAG+Mutterkuhhltg.GmbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
17217|||Oertzen Grünland Moritz von Oertzen|Penzlin Stadt|102519|342|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17219/3490181233/MORITZ_ALEXANDER_VON_OERTZEN_VON_WALDOW_PHOTOVOLTAIKANLAGEN.html|None
9465|||Vorwerk Königslust GbRIna und Eckhardt Böhm|Sehmatal|102462|342|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Vorwerk+K%C3%B6nigslust+GbRIna+und+Eckhardt+B%C3%B6hm+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
4838|||Sabine und Friedrich Ehrmann GbRSabine und Friedrich Ehrmann|Zschepplin|102397|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14641/3270069398/GUTSVERWALTUNG_SCHOEPPLER_EHRMANN_GBR.html|None
17207|||Wilhelm und Frank Dabelstein GbR|Bollewick|102393|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17207/3490107493/WILHELM_DABELSTEIN_UND_FRANK_DABELSTEIN_LANDWIRTSCHAFTSBETRIEB.html|None
14798|||GbR B+S Schumacher|Havelsee Stadt|102377|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/28865/2050923032/MARIO_BEHRENS_SASCHA_SCHUMACHER_B_S_VERKEHRSTECHNIK_GBR.html|info@bs-vt.de
17322|||GbR Stelzer/Teschner|Grambow|102361|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17322/3490023332/HANNO_TESCHNER_UND_HARTMUT_STELZER.html|None
39579|||Lenz GbR|Bismark (Altmark) Stadt|102342|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39579/3350013561/FRANK_UND_ELKE_LENZ_GBR_LANDWIRTSCHFT_LENZ_GBR.html|lenz_frank@gmx.de
14947|||alsai Milch Gmbh & Co. KG|Nuthe-Urstromtal|102318|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14947/2012388904/ALSAI_MILCH_GMBH_CO_KG.html|None
31087|||Bertram GbR|Landwehr|102234|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06108/3130309102/THOMAS_BERTRAM_KAI_UWE_BERTRAM_GBR_LVM_VERSICHERUNG.html|info@bertram.lvm.de
6774|||Biohof Am Hafertal GmbH|Muldestausee|102173|341|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06774/3290190050/BIOHOF_AM_HAFERTAL_GMBH.html|None
14715|||MAC Extensivierungs GmbH|Märkisch Luch|102088|340|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=MAC+Extensivierungs+GmbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
3226|||Bauernhof Weiner GbR|Vetschau/Spreewald Stadt|101890|340|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/03226/3050011585/KONRAD_WEINER_UND_JOERG_WEINER_GBR_BAUERNHOF_WEINER_GBR.html|None
17217|||GbR Wolter/Scholle|Gielow|101883|340|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17139/3490007328/WILHELM_WOLTER_UND_GRIT_SCHOLLE_LANDWIRTSCHAFTSBETRIEB.html|gielow-sonnenberg@gmx.de
6901|||LWB Schmiedchen GbR|Kemberg Stadt|101828|339|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LWB+Schmiedchen+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
23758|||Heinke Alpers-Klinckhamer und Jens Alpers GbR|Gremersdorf|101822|339|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/23758/2270294080/JENS_ALPERS_UND_HEINKE_ALPERS_KLINCKHAMER.html|h.alpers@t-online.de
18230|||Hoogendoorn - Struik GbR|Bastorf|101766|339|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18230/3190121754/JACOB_ADRIANUS_HOOGENDOORN_UND_ERWIN_STRUIK.html|None
17498|||Landwirtschaftsbetrieb Hinrichshagen GbR|Hinrichshagen|101766|339|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17192/3490080432/JOSEF_WOLBERT_UND_CHRISTINE_WOLBERT_LANDWIRTSCHAFT.html|None
49688|||Anne Grever GbR|Lastrup|101670|339|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/4/9/6/9/6_1.html|None
25924|||HAPE Milch GbR|Emmelsbüll-Horsbüll|101087|337|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/25924/2090224061/HARALD_FREITAG_PETER_CARSTENSEN_MILCHPRODUKTION_HAPE_MILCH_GBR.html|None
29494|||Jeberien GbR|Trebel|101039|337|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/29494/2330106377/HORST_HERMANN_JEBERIEN_UND_MARKUS_JEBERIEN_LANDWIRTSCHAFT.html|None
17440|||Janicki KG Milchhof Bauer|Zemitz|100954|337|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/4771/9070181661/MILCHHOF_GEBR_BAUER_OG.html|bauer-franz@direct.at
30952|||Hans-Heinrich Ursula & Karsten Keese GbR|Ronnenberg Stadt|100842|336|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/30952/2190188737/HANS_HEINRICH_KEESE_URSULA_KEESE_KARSTEN_KEESE_LAND_UND_FORSTWIRTSCHAFT.html|None
97633|||Derlet GbR.|Trappstadt M|100783|336|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/9/7/6/8/8_5.html|None
17099|||Brockdorff GbR|Neverin|100760|336|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14469/2011390913/BBL_BERNSAU_BROCKDORFF_INSOLVENZ_UND_ZWANGSVERWALTER_GBR.html|potsdam@bbl-law.de
14715|||Plauer Landwirtschafts GmbH & & Co. KG|Brandenburg an der Havel Stadt|100742|336|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14715/3270164815/PLAUER_LANDWIRTSCHAFTS_GMBH_CO_KG.html|None
6667|||Rittergut Wengelsdorf GbR|Weißenfels Stadt|100703|336|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06688/3130013693/ACHIM_SAENGER_DIETMAR_WENIGER_RITTERGUT_WENGELSDORF_GBR.html|None
6901|||Ökol.Muk-H. Rehhahn GbR|Kemberg Stadt|100696|336|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=%C3%96kol.Muk-H.+Rehhahn+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
23730|||Hansen Landwirtschaft GbR|Schashagen|100590|335|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/23730/2270249689/ASTRID_HANSEN_UND_JOERG_HANSEN_LANDWIRTSCHAFT_GBR.html|None
27432|||Wempen GbR|Bremervörde Stadt|100537|335|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/26721/2250396121/RICHARD_WEMPEN_BIERKONTOR.html|None
30627|||Bundessortenamt|Hannover Landeshauptstadt|100521|335|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04808/3150445078/METIZ_GMBH.html|info@metiz.de
29355|||Luttertal GbR|Beedenbostel|100521|335|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/29355/2070177407/FRIEDRICH_WILHELML_TIETJE_FRIEDHELM_ILPER_LUTTERTAL_GBR.html|None
39164|||KMA Ackerbau GbR|Wanzleben-Börde Stadt|100424|335|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39164/3170211162/HENNING_KOECHER_UND_HUBERTUS_MEUSER_ACKERBAU_GBR.html|None
15518|||FW Vieh und Fleisch GmbH Alt Golm|Steinhöfel|100335|334|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15518/3250022158/FUERSTENWALDER_VIEH_UND_FLEISCH_GMBH_ALT_GOLM.html|None
17349|||Klein Miltzow GbR|Helpt|100320|334|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/1/7/3/4/9_1.html|None
26506|||Martens GbR|Norden Stadt|100309|334|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/41334/5230385979/MARTENS_GBR_SPARGELKULTUREN.html|mtsmartens@gmail.com
33689|||Berger-Schumacher|Bielefeld Stadt|100093|334|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/33689/4010117929/JOHANNES_BERGER_DR_ULRICH_SCHUMACHER_GUT_WILHELMSDORF.html|info@gut-wilhelmsdorf.de
39517|||Braune GbR|Tangerhütte Stadt|99966|333|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06647/3130225952/KLUG_BRAUNE_TIERPRODUKTION_GBR.html|None
56332|||FREY GBR|Brodenbach|99931|333|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/26871/2250229465/JOSEF_FREY_BIRGIT_FREY_GBR_LANDWIRTSCHAFT.html|None
37083|||BG Haarnagel & Semmelroggen GbR|Göttingen Stadt|99895|333|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/37083/2110094228/FRITZ_HENNING_HAARNAGEL_WALTER_SEMMELROGGEN_JUN_LANDWIRTE.html|None
38170|||Achilles GbR|Kneitlingen|99882|333|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/22765/2151218056/ELVAN_SALJA_UND_DANIEL_HANNEMANN_GBR_ACHILLES_ALTONA.html|post@achilles-altona.de
38829|||Ehlert und Keddi GbR|Harsleben|99818|333|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/32694/4170337548/CHRISTIAN_EHLERT_UND_FRIEDRICH_EHLERT_GBR.html|None
87561|||Alpgen. Taufersberg|Oberstdorf M|99795|333|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Alpgen.+Taufersberg+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
21354|||Bockelmann KG|Bleckede Stadt|99619|332|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/29328/2070172229/UWE_BOCKELMANN_GMBH_CO_KG.html|None
39291|||Kauert/Sämisch GbR|Gommern Stadt|99571|332|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04824/3150135244/KFZ_SERVICE_GERT_SAEMISCH_OHG.html|info@autohaus-saemisch.com
1156|||Irmer GbRSteffen od. Susann Irmer|Dresden Stadt|99513|332|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Irmer+GbRSteffen+od.+Susann+Irmer+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
