46499|||Abrahams - Hund KG|Hamminkeln Stadt|49942|166|02873 886||Wertherbrucher Str. 20|||Tierzucht und Tierhaltung|Abrahams - Hund KG|http://www.firmenwissen.de/az/firmeneintrag/46499/5390107580/ABRAHAMS_HUND_KG.html
99100|||'Fahner Gold' e.G.|Gierstädt|76698|256|036206 2610||Gewerbepark Fahner Höhe|||Grosshändler|Absatzgenossenschaft Fahner Obst e.G.|http://www.absatz-fahnerobst.de/
99518|||Agrargenossenschaft Ilmtal e.G. Niedertrebra|Niedertrebra|664401|2215|036461 20610||Escherodaer Str. 1|||Landwirtschaftliche Produkte Einzelhandel|Abt. Läuferproduktion und Hofladen|http://agrar-ilmtal.de/
7616|||Abtei-Bäuerliche Aktiengesellschaft|Rauschwitz|275330|918|036692 22217||Dorfstraße 11|||Landwirtschaftliche Produkte Einzelhandel|Abtei-Bäuerliche AG Rauschwitz|http://www.firmenwissen.de/az/firmeneintrag/07616/3410008852/ABTEI_BAEUERLICHE_AKTIENGESELLSCHAFT.html
38176|||Abwasserverband Braunschweig|Wendeburg|49053|164|05303 5090||Celler Str. 22|||Verbände und Vereinigungen|Abwasserverband Braunschweig|http://www.abwasserverband-bs.de/
18279|||Acker und Rind Langhagen|Langhagen|317298|1058|038456 60932||Teterower Chaussee 62|||Landwirtschaftsbetrieb|Acker & Rind Mecklenburger Schweiz eG|http://www.firmenwissen.de/az/firmeneintrag/18279/3190006850/ACKER_RIND_MECKLENBURGER_SCHWEIZ_E_G.html
6333|||Ackerbau Arnstein GbR|Arnstein Stadt|349436|1165|03473 807647||Harkeröder Str. 34|||Landwirtschaftsbetrieb|Ackerbau Arnstein GbR|http://www.firmenwissen.de/az/firmeneintrag/06333/3130022481/GERALD_ROKOHL_HOLGER_WEPNER_GBR_ACKERBAU_ARNSTEIN.html
6237|||Ackerbau und Rinder GmbH|Leuna Stadt|227469|758|034446 20404||Franklebener Str. 14A|||Landwirtschaftsbetrieb|Ackerbau und Rinder GmbH|http://www.firmenwissen.de/az/firmeneintrag/06237/3130033294/ACKERBAU_UND_RINDER_GMBH.html
14715|||Ackerbau-GmbH Stechow|Kotzen|265345|884|033874 6570||Ferchesarer Str.|||Landwirtschaft|Ackerbau-GmbH Stechow|http://www.firmenwissen.de/az/firmeneintrag/14715/3270159974/ACKERBAU_GMBH_STECHOW.html
94342|||Dr. J. Ackermann & Co.KG|Irlbach|170692|569|09424 94230||Marienhofstraße 13|||Landwirtschaftliche Produkte Einzelhandel|Ackermann Saatzucht GmbH & Co. KG|http://www.saaten-union.de/index.cfm/article/271.html
18320|||ADAP Landhof Pantlitz GmbH|Ahrenshagen-Daskow|258561|862|03821 62413||Kastanienstraße 5||||Adap Landhof Pantlitz GmbH|http://www.firmenwissen.de/az/firmeneintrag/18320/3190028590/ADAP_LANDHOF_PANTLITZ_GMBH.html
18320|||ADAP Marktfruchtbau GmbH|Ahrenshagen-Daskow|217526|725|03821 62003||Zum Schloss 6||||ADAP Marktfruchtbau GmbH|http://www.klicktel.de/branchenbuch/ahrenshagen-daskow/120673359B100103982/adap-marktfruchtbau-gmbh.html
18320|||ADAP Pflanzenproduktion GmbH|Ahrenshagen-Daskow|273371|911|038225 30460||Zornower Str. 5|||Baumschule|ADAP Pflanzenproduktion GmbH|http://ahrenshagen-daskow.stadtbranchenbuch.com/2162613.html
6347|||Adendorfer AgrarGen. eG.|Gerbstedt Stadt|361668|1206|034783 2931529347||Schlenzetaler Str. 12|||Landwirtschaftliche Genossenschaften|Adendorfer Agrargenossenschaft e.G.|http://www.agrar-gerbstedt.de/AAG/AAG.htm
6686|||ADG Marktfrucht GmbH|Lützen Stadt|521002|1737|034444 4160||Gostauer Str. 6|||Landwirtschaftliche Produkte Einzelhandel|adg Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/06686/3130210443/ADG_MARKTFRUCHT_GMBH.html
28870|||Müller-Campe KG|Ottersberg Flecken|44365|148|04205 1774||Dorfstraße 1|||Landwirtschaftsbetrieb|Adolf Müller|http://www.firmenwissen.de/az/firmeneintrag/28870/2050775223/MUELLER_CAMPE_KG.html
19205|||Scharnweber KG|Kneese|106623|355|04545 7242||Auf dem Berge 11|||Straßenbauunternehmen|Adolf Scharnweber-Hochbau-GmbH|http://www.scharnweber.de/
21039|||Milchhof Steffens GbR|Hamburg Freie und Hansestadt|58369|195|040 7231231||Neuengammer Hausdeich 227|||Geschäft für Milchprodukte|Adolf Steffens|http://www.vierlanden.de/branchenbuch/landwirtschaft.html
37355|||Rabe / Schlichting GbR|Deuna|177264|591|036076 44768||Zur Trift 6||||Adolf und Werner Rabe Günther Schlichting Landwirtschaft|http://www.stadtbranchenbuch-thueringen.de/deuna/1946808.html
6578|||Adrabrunnen GmbH - Landwirtschaftsprodukte -|Oldisleben|491512|1638|034673 7530||Frankenhäuser Str. 67|||Landwirtschaft|Adrabrunnen GmbH - Landwirtschaftsprodukte -|http://www.firmenwissen.de/az/firmeneintrag/06578/3450024529/ADRABRUNNEN_GMBH_LANDWIRTSCHAFTSPRODUKTE.html
14913|||AFB Agrar GmbH Flämingl.|Niedergörsdorf|1130224|3767|033743 6970||Mellnsdorfer Str. 1-2|||Landwirtschaftsbetrieb|AFB Agrar GmbH Flämingland|http://www.agricola-potato.de/seiten/flaemingland.php?h=5&u=3
16928|||AFF Könkendorfer Broilermast GmbH & Co. KG|Pritzwalk Stadt|128456|428|033989 20680||Könkendorfer Str. 5|||Geflügelzüchtereien|AFF Könkendorfer Broilermast GmbH & Co. KG|http://www.stadtbranchenbuch-pritzwalk.de/5679642.html
39624|||AFM Winkelstedt eG|Kalbe (Milde) Stadt|242450|808|039080 2151||Dorfstraße 24|||Landwirtschaftliche Genossenschaften|AFM Agrar-Fleisch- und Milchvertriebsproduktiv- genossenschaft Winkelstedt eG|http://nachbarschaft.immobilienscout24.de/adressen/sachsen-anhalt,altmarkkreis-salzwedel-kreis,winkelstedt/dienstleistung/afm-winkelstedt-e-g,68713982.html
19258|||AFM GmbH Nostorf|Nostorf|344299|1148|038847 53964||Wirtschaftsstraße 32|||Landwirtschaftliche Produkte Einzelhandel|AFM-Agrarprodukte-Feldfrucht-Milch-und Fleischgesellschaft mbH|http://branchenbuch.meinestadt.de/nostorf/company/18279
16259|||AGA Agrar GmbH|Bad Freienwalde (Oder) Stadt|112924|376|03344 1509029||Am Sportpl. 1|||Landwirtschaft|Aga Agrar GmbH|http://www.unternehmen24.info/Firmeninformationen/DE/2705462
7338|||Agrar GmbH Dorfilm|Leutenberg Stadt|178795|596|036734 22720||Dorfilm 20|||Molkerei|AGD Agrar GmbH Dorfilm|http://saalfeld.otz.de/web/lokal/wirtschaft/detail/-/specific/Agrar-GmbH-Dorfilm-setzt-auf-Direktvermarktung-286305457
7338|||MPD Milchproduktion Dorfilm GmbH & Co. KG|Leutenberg Stadt|83254|278|036734 22720||Dorfilm 20|||Molkerei|AGD Agrar GmbH Dorfilm|http://www.online-handelsregister.de/handelsregisterauszug/th/Jena/M/MPD+Milchproduktion+Dorfilm+GmbH+%26+Co.+KG/999653
37308|||AGG Agrar GmbH Geisleden|Geisleden|125297|418|036084 84894||Klingelstraße 25||||AGG Agrar GmbH Geisleden|http://www.unternehmen24.info/Firmeninformationen/DE/164969
7580|||AGG Agrargenossenschaft eG Großenstein|Großenstein|216505|722|036602 22443||Am Bahnhof 10|||Landwirtschaftliche Produkte Einzelhandel|AGG Agrargenossenschaft eG|http://www.stadtbranchenbuch-thueringen.de/grossenstein/1181878.html
7426|||AGG Grossbreitenbach mbH|Großbreitenbach Stadt|246759|823|036781 49523||Gillersdorfer Str. 1|||Landesprodukte Großhandel|AGG Agrargesellschaft Großbreitenbach mbH|http://www.ezgq.com/scripts/EZGQ.EXE?Mitglied2=AGG+Agrargesellschaft+Gro%DFbreitenbach+mbH
16845|||AGN Agrar GmbH Neuendorf|Zernitz-Lohm|71474|238|033973 50384||Neuendorfer Dorfstraße 99|||Landwirtschaft|AGN Agrar GmbH Neuendorf|http://www.unternehmen24.info/Firmeninformationen/DE/2866555
4680|||AgraGut Landwirtschaft J. Otto GmbH|Colditz Stadt|213022|710|034381 44405||An der Bielicke 2||||AgraGut Landwirtschaft J.Otto GmbH|http://www.agragut.com/
7926|||Agrar-Milch-Mast-GmbH Frössen|Gefell Stadt|268983|897|036649 82535||Frössen 57|||Molkereiprodukte Einzelhandel|Agrar - Milch - Mast - GmbH Frössen|http://schleiz.otz.de/web/lokal/wirtschaft/detail/-/specific/Bauern-aus-Froessen-machen-selbst-aus-Guelle-noch-Geld-1440381432
4749|||Agrar Aktiengesellschaft Ostrau|Ostrau|618920|2063|034324 21980||Mügelner Str. 41C|||Landwirtschaftsbetrieb|Agrar AG Ostrau|http://www.firmenwissen.de/az/firmeneintrag/04749/3150011138/AGRAR_AKTIENGESELLSCHAFT_OSTRAU.html
18299|||Agrarbetrieb  Sabel GmbH|Dolgen am See|177386|591|038454 21009||Dolgener Weg 2|||Landwirtschaft|Agrar Betrieb Sabel GmbH|http://www.firmenwissen.de/az/firmeneintrag/18299/3190059344/AGRAR_BETRIEB_SABEL_GMBH.html
14662|||Agrar Damm GmbH|Friesack Stadt|115634|385|033235 1571||Alte Poststraße 1|||Landesprodukte Großhandel|Agrar Damm GmbH|http://www.infobel.com/de/germany/agrar_damm_gmbh/friesack/DE101248853-0332351254/businessdetails.aspx
14476|||Agrar eG Neu Fahrland|Potsdam Stadt|200713|669|033208 6630||Ganghoferstraße 5|||Landwirtschaftliche Produkte Einzelhandel|Agrar e G Neu Fahrland|http://www.firmendb.de/firmen/5654033.php
6420|||Agrar e.G. Könnern|Könnern Stadt|413689|1379|034691 20217||Köthener Str. 8A|||Landwirtschaftsbetrieb|Agrar e.G. Könnern|http://www.mz-web.de/bernburg/agrarbetrieb-die-agrar-e-g--koennern,20640898,17533666.html
7368|||Agrar e.G. Ottertal Weisbach|Remptendorf|122486|408|036643 22418||Weisbach 59|||Grosshändler|Agrar e.G. Ottertal Weisbach|http://remptendorf.stadtbranchenbuch.com/3507493.html
18273|||Agrar e.G. Güstrow|Güstrow Stadt|366624|1222|03843 683089||Langendammscher Weg 2|||Landwirtschaftliche Produkte Einzelhandel|Agrar eG|http://www.firmenwissen.de/az/firmeneintrag/18273/3190037406/AGRAR_EG.html
19205|||Agrar e.G. Hagemann|Krembz|180180|601|038876 20540||Dorfstraße 41|||Landwirtschaftliche Produkte Einzelhandel|Agrar eG Hagemann|http://www.firmenwissen.de/az/firmeneintrag/19205/3330012033/AGRAR_EG_HAGEMANN.html
7343|||Agrar eG Heberndorf|Wurzbach Stadt|150862|503|036652 3500||Heberndorf 63|||Landwirtschaftliche Produkte Einzelhandel|Agrar eG Heberndorf|https://www.youtube.com/watch?v=Lv3H4_ts9i8
7368|||Agrar eG. Remptendorf|Remptendorf|287870|960|036640 3040||Umspannwerkstraße 15|||Landwirtschaftsbetrieb|Agrar eG Remptendorf|http://www.agraregremptendorf.de/
17209|||Agrar Eldequell GmbH|Fincken|372139|1240|039922 82880||Dorfstr. 23||||Agrar Eldequell GmbH|http://www.firmenwissen.de/az/firmeneintrag/17209/3490026461/AGRAR_ELDEQUELL_GMBH.html
15234|||Agrar GbR Booßen|Frankfurt (Oder) Stadt|98497|328|033605 250||Berliner Str. 36||||Agrar GbR Gooßen|http://web2.cylex.de/firma-home/agrar-gbr-boossen-8283676.html
17495|||Agrar GbR Groß Kiesow|Groß Kiesow|670483|2235|038356 247||Hauptstraße 2D||||Agrar GbR Groß Kiesow|http://www.agrar-gross-kiesow.de/
17268|||Agrar GbR Milmersdorf|Gerswalde|164959|550|039887 5036||Querweg 3|||Landwirtschaft|Agrar GbR Milmersdorf|http://www.dasoertliche.de/Themen/Agrar-GbR-Milmersdorf-Gerswalde-Querweg
38228|||CLV Agrar GbR|Salzgitter Stadt|58396|195|03521 710575||Zum Gosetal 28|||Landwirtschaftsbetrieb|Agrar GbR Naundörfel|http://www.agrar-gbr-naundoerfel.de/aktuelles.html
39175|||Biederitzer Agrar GmbH|Biederitz|171537|572|039292 2174||Bahnhofstraße 2|||Landwirtschaft|Agrar Genossenschaft Biederitz eG|http://www.firmenwissen.de/az/firmeneintrag/39175/3170003431/BIEDERITZER_AGRAR_GMBH.html
38871|||Agrar GmbH Darlingerode|Ilsenburg (Harz) Stadt|176325|588|03943 630814||An der Bahn 5|||Landmaschinenhändler|Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/38855/3370043630/AGRAR_GMBH_DARLINGERODE.html
17248|||AGRAR GmbH LÄRZ-KRÜMMEL|Lärz|225710|752|039833 22123||Up'm Hoff 1|||Landwirtschaftliche Genossenschaften|Agrar GmbH|http://www.agrar-kruemmel.de/
99192|||Agrar GmbH  Gamstädt|Nesse-Apfelstädt|333331|1111|036208 73260||Gamstädter Weg 73|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH|http://www.agrar-gamstaedt.de/
17217|||AGRAR-GmbH  PENZLIN|Penzlin Stadt|295091|984|03962 210245||Warener Chaussee 34|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/17217/3490005952/AGRAR_GMBH_PENZLIN.html
6193|||Agrar GmbH Neutz|Wettin-Löbejün Stadt|233900|780|034603 20234||Hallesche Straße 36|||Landwirtschaftsbetrieb|Agrar GmbH|http://branchenbuch.meinestadt.de/wettin-loebejuen/company/10949281
1723|||Agrar GmbH Weistropp|Wilsdruff Stadt|157407|525|0351 4546010||Bauernsiedlung 7|||Landwirtschaftsbetrieb|Agrar GmbH|http://www.firmendb.de/firmen/28670.php
39646|||Agrar GmbH Wassensdorf|Oebisfelde-Weferlingen Stadt|286649|955|039002 42091||Magdeburger Str. 29|||Landwirtschaftsbetrieb|Agrar GmbH|http://branchenbuch.meinestadt.de/oebisfelde-weferlingen/company/3706219
39646|||Agrar GmbH Oebisfelde|Oebisfelde-Weferlingen Stadt|223096|744|039002 42091||Magdeburger Str. 29|||Landwirtschaftsbetrieb|Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/39646/3350032752/AGRAR_GMBH.html
2627|||Agrar GmbH Am Stromberg Gröditz|Weißenberg Stadt|524381|1748|035876 40404||Lausker Str. 4|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH "Am Stromberg" Gröditz Abt. Pflanzenproduktion|http://weissenberg.stadtbranchenbuch.com/3484186.html
9557|||Agrar GmbH Flöhatal|Flöha Stadt|179874|600|03726 6106||Steiler Weg 3F|||Landwirtschaftsbetrieb|Agrar GmbH "Flöhatal"|http://www.floehatal-gmbh.de/
7330|||Agrar GmbH Steinerne Heide|Probstzella|387733|1292|036735 737629||Großgeschwenda||||Agrar GmbH "Steinerne Heide|http://www.firmenwissen.de/az/firmeneintrag/07330/3430007544/AGRAR_GMBH_STEINERNE_HEIDE_GROSSGESCHWENDA.html
6537|||Landwirtsch.GmbH Kelbra|Kelbra (Kyffhäuser) Stadt|555776|1853|034651 45030||Tilledaer Str. 19|||Landwirtschaftsbetrieb|Agrar GmbH & Co. KG|http://www.agrar-kelbra.de/
6537|||Agrar GmbH & Co.KG Kelbra|Kelbra (Kyffhäuser) Stadt|84073|280|034651 45030||Tilledaer Str. 19|||Landwirtschaftsbetrieb|Agrar GmbH & Co. KG|http://www.agrar-kelbra.de/
17139|||Agrar GmbH & CoKG Basedow|Basedow|289295|964|039957 20810||Wargentiner Str. 15||||Agrar GmbH & Co. KG Basedow|http://www.agrarterminal.de/
6722|||Agrar GmbH & Co. KG Stolzenhain|Droyßig|251954|840|034425 21275||Stolzenhain 1|||Landwirtschaftsbetrieb|Agrar GmbH & Co. KG Stolzenhain|http://www.firmenwissen.de/az/firmeneintrag/06722/3130359973/AGRAR_GMBH_CO_KG_STOLZENHAIN.html
37355|||Agrar GmbH Am Dün Deuna|Deuna|265912|886|036076 50334||Hauptstraße 1A|||Landwirtschaftsbetrieb|Agrar GmbH Am Dün Deuna|http://www.firmenwissen.de/az/firmeneintrag/37355/3230023346/AGRAR_GMBH_AM_DUEN.html
37355|||GmbH Rinderproduktion Deuna|Deuna|89196|297|036076 50334||Hauptstraße 1A|||Landwirtschaftsbetrieb|Agrar GmbH Am Dün Deuna|http://branchenbuch.meinestadt.de/deuna/company/10785701
9573|||Agrar GmbH Am Kunnerstein|Augustusburg Stadt|327503|1092|037291 20528||Talstraße 28|||Landwirtschaftsbetrieb|Agrar GmbH Am Kunnerstein|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrar_GmbH_Am_Kunnerstein.html
4539|||Agrar GmbH Auligk und Co. KG|Groitzsch Stadt|800845|2669|034296 9630||Gatzen 50|||Landmaschinenhändler|Agrar GmbH Auligk & Co. KG|http://www.smul.sachsen.de/bildung/ausbildungsbetriebe/Agrar_GmbH_Auligk___Co_KG.html
16792|||Agrar-GmbH Bergsdorf|Zehdenick Stadt|212624|709|033088 50247||Liebenberger Weg 12C|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH Bergsdorf|http://www.agrar-bergsdorf.de/#Startseite
16909|||Agrar GmbH Biesen|Wittstock/Dosse Stadt|92892|310|03394 433435||Eichenfelder Straße 1|||Landesprodukte Großhandel|Agrar GmbH Biesen|http://www.firmendb.de/firmen/30908.php
19357|||Agrar GmbH Boberow|Karstädt|216138|720|038781 40226||Zur Kreuzung 1||||Agrar GmbH Boberow|http://www.firmenwissen.de/az/firmeneintrag/19357/3330019638/AGRAR_GMBH_BOBEROW.html
19260|||Agrar GmbH Brahlstorf|Brahlstorf|183677|612|038848 20627||Dorfstraße 34A|||Landwirtschaft|Agrar GmbH Brahlstorf|http://www.online-handelsregister.de/handelsregisterauszug/mv/Schwerin/A/Agrar+GmbH+Brahlstorf/543094
16278|||Agrar GmbH Crussow|Angermünde Stadt|655637|2185|033338 232||Angermünder Str. 12|||Landwirtschaftsbetrieb|Agrar GmbH Crussow|http://www.agrar-crussow.de/%C3%BCber-uns/
17099|||Agrar GmbH Datze Bresewitz & Co.KG|Friedland Stadt|304765|1016|039601 20239||Pleetzer Weg 6|||Landwirtschaftliche Produkte Vertrieb|Agrar GmbH Datze Bresewitz & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/17099/3490013374/AGRAR_GMBH_DATZE_BRESEWITZ_CO_KG.html
3238|||Agrar-GmbH Dollenchen|Sallgast|42072|140|035329 201||Dorfstr. 19||||Agrar GmbH Dollenchen|http://www.online-handelsregister.de/handelsregisterauszug/br/Cottbus/0/+Agrar+GmbH+Dollenchen/378614
1723|||Agrar GmbH Dresdner Vorland Grumbach|Wilsdruff Stadt|951284|3171|035204 9450||Wilsdruffer Str. 10||||AGRAR GmbH Dresdner Vorland Grumbach|http://www.grumbacher.de/ueber-uns.html
39249|||Agrar GmbH Elbe-Saale & Co.KG|Barby Stadt|997498|3325|039298 29264||Calbenser Str. 3|||Biotechnologieunternehmen|Agrar GmbH Elbe Saale|http://www.agrar-barby.de/defaultsite
1920|||Elsteraue Agrar GmbH|Oßling|490845|1636|035792 50221||Grenzstraße 12|||Grosshändler|Agrar GmbH Elsteraue|http://www.ap-elsteraue.com/
39307|||AGRAR GmbH Genthin|Genthin Stadt|253105|844|03933 803585||Käthe-Kollwitz-Platz 16||||Agrar GmbH Genthin|http://www.firmenwissen.de/az/firmeneintrag/39307/3170202316/AGRAR_GMBH_GENTHIN.html
6780|||Agrar GmbH Göttnitz|Zörbig Stadt|327366|1091|034956 20244||Stumsdorfer Chaussee 4|||Landesprodukte Großhandel|Agrar GmbH Göttnitz|http://www.stadt-zoerbig.de/de/firmen/formulartool.104000000001.111002000009.html
16775|||Agrar GmbH Grieben|Löwenberger Land|152159|507|033086 70227||Dorfstr. 35|||Landwirtschaftsbetrieb|Agrar GmbH Grieben|http://www.firmendb.de/firmen/29326.php
16775|||Agrar-GmbH Großmutz|Löwenberger Land|193676|646|033084 60426||Großmutzer Dorfstraße 30|||Landwirtschaftsbetrieb|Agrar GmbH Großmutz|http://branchenbuch.meinestadt.de/loewenberger-land/company/283804
17379|||Agrar GmbH Gut Ferdinandshof|Ferdinandshof|526329|1754|039778 2420||Friedrichshagener Landstraße 1|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH Gut Ferdinandshof|http://www.taz.de/1/archiv/print-archiv/printressorts/digi-artikel/?dig=2009/06/24/a0096
16775|||Agrar-GmbH Gutengermendorf|Löwenberger Land|235672|786|033084 60216||Gutengermendorf||||Agrar GmbH Gutengermendorf|http://loewenberger-land.stadtbranchenbuch.com/1519321.html
99817|||Agrar GmbH Hötzelsroda|Eisenach Stadt|230473|768|03691 890273||Mittelshof 7|||Landwirtschaft|Agrar GmbH Hötzelsroda|http://www.infobel.com/de/germany/agrar_gmbh_hotzelsroda/eisenach/DE101217870-03691890273/businessdetails.aspx
39624|||Agrar GmbH Kalbescher Werder|Kalbe (Milde) Stadt|359163|1197|039030 2593||Sieper Str.|||Landwirtschaftsbetrieb|Agrar GmbH Kalbescher Werder|http://www.firmenwissen.de/az/firmeneintrag/39624/3350007948/AGRAR_GMBH_KALBESCHER_WERDER.html
17495|||Agrar GmbH Karlsburg|Karlsburg|122415|408|038355 6410||Greifswalder Str. 1|||Landwirtschaft|Agrar GmbH Karlsburg|http://www.sg-karlsburg-zuessow.de/
18246|||APG Klein Sien e.G.|Jürgenshagen|370785|1236|038464 20736||Dorfstraße 18|||Landwirtschaftsbetrieb|Agrar GmbH Klein Sien|http://www.firmenwissen.de/az/firmeneintrag/18246/3190016810/AGRAR_PRODUKTIONSGENOSSENSCHAFT_KLEIN_SIEN_EG.html
19339|||Agrar GmbH Kleinow|Plattenburg|251054|837|038784 60227||Burghagener Weg 1|||Werkstätten|Agrar GmbH Kleinow|http://www.agrar-kleinow.de/
39397|||Agrar GmbH Klostermansfeld|Schwanebeck Stadt|174259|581|039424 203||Huyweg 26||||Agrar GmbH Klostermannsfeld|http://www.firmenwissen.de/az/firmeneintrag/39397/3130003140/AGRAR_GMBH_KLOSTERMANSFELD.html
19374|||Agrar GmbH Kossebade|Obere Warnow|213650|712|038720 80272||Tannenbergstraße|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH Kossebade|http://www.stadtbranchenbuch-mecklenburg-vorpommern.de/obere-warnow/5179474.html
15913|||Agrar GmbH Kuschkow|Märkische Heide|198663|662|035472 66113||Lübbener Str. 7A|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH Kuschkow|http://www.firmenwissen.de/az/firmeneintrag/15913/3050152289/AGRAR_GMBH_KUSCHKOW.html
3229|||Agrar GmbH Altdöbern Landw. Produktionsbetrieb|Altdöbern|300490|1002|035434 222||Luckaitzer Str. 11|||Landwirtschaftsbetrieb|AGRAR GmbH Landwirtschaftlicher Produktionsbetrieb Altdöbern|http://www.agrar-altdoebern.de/
15926|||Agrar GmbH Langengrassau|Heideblick|414371|1381|035454 321||Langengrassau Luckauer Str. 61b|||Landwirtschaftsbetrieb|Agrar GmbH Langengrassau|https://www.youtube.com/watch?v=iwWts7RGmVQ
17098|||Agrar GmbH Lübbersruh|Friedland Stadt|368344|1228|039601 20293||Woldegker Chaussee 6A|||Landwirtschaftsbetrieb|Agrar GmbH Lübbersruh|http://luebbersruh.de/
14789|||Agrar GmbH Märkisch Bensdorf|Bensdorf|194841|649|033839 63116||Birkenweg 1|||Landwirtschaftliche Produkte Großhandel|Agrar GmbH Märkisch Bensdorf|http://www.stadtbranchenbuch-brandenburg.de/bensdorf/2497830.html
99735|||Agrar GmbH Mauderode-Herreden|Werther|624833|2083|036332 2380||Dorfstraße 38|||Landwirtschaftsbetrieb|Agrar GmbH Mauderode-Herreden|http://branchenbuch.meinestadt.de/werther-thueringen/company/5247729
17209|||Agrar GmbH  Minzow|Leizen|228793|763|039922 2239||Dorfstraße 8||||Agrar GmbH Minzow|http://www.firmenwissen.de/az/firmeneintrag/17209/3490134218/AGRAR_GMBH_MINZOW.html
17390|||Agrar- GmbH Murchin|Murchin|408224|1361|03971 290640||Pinnow 17A|||Landesprodukte Großhandel|Agrar GmbH Murchin|http://www.firmenwissen.de/az/firmeneintrag/17390/3490012885/AGRAR_GMBH_MURCHIN.html
17321|||Agrar GmbH Neurochlitz|Gartz (Oder) Stadt|129614|432|033333 256||Dorfstraße Ost 10|||Landwirtschaftsbetrieb|Agrar GmbH Neurochlitz|http://www.firmenwissen.de/az/firmeneintrag/17321/3250036971/AGRAR_GMBH_NEUROCHLITZ.html
