39517|||Bellinger Agrar GmbH|Tangerhütte Stadt|144987|483|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39517/3350077194/BELLINGER_AGRAR_GMBH.html|ag-bellingen@t-online.de|18
4916|||Agrargen.  Bernsdorf eG|Schönewalde Stadt|244276|814|03535 3170||Holzdorfer Weg 7||||Agrargenossenschaft Bernsdorf eG|http://www.firmenwissen.de/az/firmeneintrag/04916/3050042925/AGRARGENOSSENSCHAFT_BERNSDORF_EG.html|AG-bernsdorf@t-online.de|19
15345|||Agrargen. eG Gielsdorf|Altlandsberg Stadt|123391|411|03341 34760||Tiefenseer Chaussee 1|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft eG Gielsdorf|http://www.firmenwissen.de/az/firmeneintrag/04916/3050042925/AGRARGENOSSENSCHAFT_BERNSDORF_EG.html|AG-bernsdorf@t-online.de|20
15377|||Agrargen. eG Klosterdorf|Oberbarnim|273713|912|03341 23049||Str. des Friedens 33|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft eG Klosterdorf|http://www.firmenwissen.de/az/firmeneintrag/04916/3050042925/AGRARGENOSSENSCHAFT_BERNSDORF_EG.html|AG-bernsdorf@t-online.de|21
4916|||Agrargen. Stolzenhain eG|Schönewalde Stadt|517704|1726|035389 81546||Jüterboger Str. 12|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Stolzenhain eG|http://www.firmenwissen.de/az/firmeneintrag/04916/3050042925/AGRARGENOSSENSCHAFT_BERNSDORF_EG.html|AG-bernsdorf@t-online.de|22
8606|||Agrargenossenschaft Bobenneukirchen e.G.|Bösenbrunn|644535|2148|037434 80250||Engelhardtsgrüner Str. 24|||Landwirtschaftsbetrieb|Agrargenossenschaft Bobenneukirchen eG|http://www.firmenwissen.de/az/firmeneintrag/08606/8110031205/AGRARGENOSSENSCHAFT_BOBENNEUKIRCHEN_E_G.html|AG-Boben@t-online.de|23
9661|||Agrargenossenschaft Bockendorf eG|Hainichen Stadt|319255|1064|037207 651290||Am Sportpl. 4A|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Bockendorf e.G.|http://www.firmenwissen.de/az/firmeneintrag/09661/3030029142/AGRARGENOSSENSCHAFT_BOCKENDORF_E_G.html|AG-BOCKENDORF-EG@t-online.de|24
38889|||Agrargenossenschaft Börnecke eG|Blankenburg (Harz) Stadt|124764|416|03944 68121||Blankenburger Str. 10|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Boernecke e.G.|http://www.firmenwissen.de/az/firmeneintrag/38889/3370003207/AGRARGENOSSENSCHAFT_BOERNECKE_EG.html|ag-boe@t-online.de|25
9623|||Agrar-Genossenschaft  Burgberg eG|Frauenstein Stadt|794919|2650|037326 9020||Zinnwalder Str. 6|||Landwirtschaftsbetrieb|Agrar-Genossenschaft Burgberg e.G.|http://www.firmenwissen.de/az/firmeneintrag/09623/3030016660/AGRAR_GENOSSENSCHAFT_BURGBERG_E_G.html|AG-Burgberg@t-online.de|26
1561|||Agrargenossenschaft e.G. Dobra|Tauscha|511286|1704|035240 72281||Tauschaer Str. 6|||Landwirtschaftsbetrieb|Agrargenossenschaft e.G.|http://www.firmenwissen.de/az/firmeneintrag/01561/3070042630/AGRARGENOSSENSCHAFT_E_G_DOBRA.html|AG-DOBRA@freenet.de|27
8297|||Agrargenossenschaft Dorfchemnitz e.G.|Zwönitz Stadt|380610|1269|037754 2204||An den Gütern 5|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Dorfchemnitz e.G.|http://www.firmenwissen.de/az/firmeneintrag/08297/3310006891/AGRARGENOSSENSCHAFT_DORFCHEMNITZ_E_G.html|ag-dorfchemnitz-eG@t-online.de|28
7646|||Agrargenossenschaft Geisenhain e.G.|Gneus|412022|1373|036428 13607||Obergneus 19|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Geisenhain e.G.|http://www.firmenwissen.de/az/firmeneintrag/07646/3410002999/AGRARGENOSSENSCHAFT_GEISENHAIN_EG.html|ag-geisenhain@t-online.de|29
1561|||Agrargenossenschaft Göhra e. G.|Ebersbach|262400|875|03522 62307||Ortsstraße 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Göhra e.G.|http://www.firmenwissen.de/az/firmeneintrag/01561/3070019448/AGRARGENOSSENSCHAFT_GOEHRA_E_G.html|ag-goehra@gmx.de|30
6618|||Agrargesell. Großwilsdorf mbH|Naumburg (Saale) Stadt|252418|841|03445 200497||Kleinjenaer Str. 6|||Landwirtschaftliche Produkte Einzelhandel|Agrargesellschaft Großwilsdorf mbH|http://www.firmenwissen.de/az/firmeneintrag/06618/3130035639/AGRARGESELLSCHAFT_GROSSWILSDORF_MBH.html|ag-grosswildorf@t-online.de|31
99765|||Agrargenossenschaft Heringen e.G.|Heringen/Helme Stadt|666552|2222|036333 7700||Großer Riethweg 3|||Landwirtschaftsbetrieb|Agrargenossenschaft Heringen e.G.|http://www.firmenwissen.de/az/firmeneintrag/99765/3230003264/AGRARGENOSSENSCHAFT_HERINGEN_E_G.html|AG-Heringen@t-online.de|32
19075|||Agrargemeinschaft Holthusen e.G.|Holthusen|306100|1020|03865 3351||Am Dorfteich 6|||Café|Agrargemeinschaft Holthusen eG|http://www.firmenwissen.de/az/firmeneintrag/19075/3330012005/AGRARGEMEINSCHAFT_HOLTHUSEN_EG.html|AG-Holthusen@t-online.de|33
7768|||Agrargenossenschaft Schöps e.G.|Schöps|469100|1564|036424 22252||Dorfstraße 1B|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Schöps eG|http://www.firmenwissen.de/az/firmeneintrag/07768/3410005757/AGRARGENOSSENSCHAFT_KAHLA_EG.html|ag-kahla@t-online.de|34
4758|||Agrargenossenschaft Laas eG|Liebschützberg|581171|1937|034363 6810||Klingenhainer Str. 1|||Landwirtschaftsbetrieb|Agrargenossenschaft Laas eG|http://www.firmenwissen.de/az/firmeneintrag/04758/3150015483/AGRARGENOSSENSCHAFT_LAAS_EG.html|Ag-Laas-eG@t-online.de|35
16833|||Mutterkuh GmbH Karwesee|Fehrbellin|128985|430|0172 3819725||Am Wald 26||||Muri Mutterkuh GmbH|http://www.firmenwissen.de/az/firmeneintrag/16833/3270039032/MUTTERKUH_GMBH_KARWESEE_LENTZKE.html|ag-lentzke@gmx.de|36
6268|||AgrarGen.Querfurt eG         .|Querfurt Stadt|649600|2165|034771 5220||Ahornstraße 27|||Landwirtschaftsbetrieb|Agrargenossenschaft Querfurt e.G.|http://www.firmenwissen.de/az/firmeneintrag/06268/3130010811/AGRARGENOSSENSCHAFT_QUERFURT_E_G.html|AG-Querfurt@gmx.de|37
99518|||Agrargenossenschaft Rannstedt eG|Rannstedt|634857|2116|036463 4420||Dorfstraße 41|||Landmaschinenhändler|Agrargenossenschaft Rannstedt eG|http://www.firmenwissen.de/az/firmeneintrag/99518/3450006647/AGRARGENOSSENSCHAFT_RANNSTEDT_EG.html|AG-rannstedt@t-online.de|38
1768|||Agrargesellschaft Reinhardtsgrimma AG|Glashütte Stadt|320478|1068|035053 42403||Zur Alten Schäferei 19|||Landwirtschaftsbetrieb|Agrargesellschaft Reinhardtsgrimma AG|http://www.firmenwissen.de/az/firmeneintrag/01768/3070055145/AGRARGESELLSCHAFT_REINHARDTSGRIMMA_AG.html|ag-reinhardtsgrimma@t-online.de|39
14929|||AG -Fläming- e.G.|Treuenbrietzen Stadt|435321|1451|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01594/3070037441/AGRARGENOSSENSCHAFT_RIESA_E_G.html|ag-riesa-werner@web.de|40
14806|||AG -Bernhagenrind- e.G.|Bad Belzig Stadt|267361|891|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01594/3070037441/AGRARGENOSSENSCHAFT_RIESA_E_G.html|ag-riesa-werner@web.de|41
9619|||Agrargenossenschaft Sayda e.G|Sayda Stadt|252279|841|037365 1247||Voigtsdorfer Weg 2|||Landwirtschaftsbetrieb|Agrargenossenschaft e. G.|http://www.firmenwissen.de/az/firmeneintrag/09619/3030049027/AGRARGENOSSENSCHAFT_SAYDA_E_G.html|ag-sayda@t-online.de|42
1561|||Agrargenossenschaft Skäßchen e.G.|Großenhain Stadt|438697|1462|03522 540970||Alte Hauptstr. 54|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Skäßchen E.G.|http://www.firmenwissen.de/az/firmeneintrag/01561/3070038210/AGRARGENOSSENSCHAFT_SKAESSCHEN_EG.html|ag-skaesschen@gmx.de|43
4603|||Agrargenossenschaft Taupadel e.G.|Nobitz|282426|941|034493 21447||Bornshain 53|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Taupadel e.G.|http://www.firmenwissen.de/az/firmeneintrag/04603/3110037957/AGRARGENOSSENSCHAFT_TAUPADEL_EG.html|ag-taupadel@t-online.de|44
8541|||Agrargenossenschaft Theuma-Neuensalz e.G.|Theuma|608606|2029|037463 88272||Stöckigter Weg 22|||Landwirtschaftsbetrieb|Agrargenossenschaft Theuma-Neuensalz e.G.|http://www.firmenwissen.de/az/firmeneintrag/08541/8110031671/AGRARGENOSSENSCHAFT_THEUMA_NEUENSALZ_E_G.html|ag-theuma@t-online.de|45
6905|||Agrargenossenschaft Pretzsch eG|Bad Schmiedeberg Stadt|467520|1558|034926 57304||Wittenberger Str. 44|||Landwirtschaftsbetrieb|Agrargenossenschaft e.G.|http://www.firmenwissen.de/az/firmeneintrag/06905/3290011432/AGRARGENOSSENSCHAFT_TREBITZ_E_G.html|ag-trebitz-eg@gmx.de|46
7639|||Agrargenossenschaft 'Holzland' Weißenborn|Weißenborn|104283|348|036601 552305||Schulstraße 2|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Holzland Weißenborn e.G.|http://www.firmenwissen.de/az/firmeneintrag/07639/3410002078/AGRARGENOSSENSCHAFT_HOLZLAND_WEISSENBORN_EG.html|AG-Weissenborn@kabelmail.de|47
37327|||Agrargesellschaft Am Dün mbH|Wingerode|548038|1827|03605 5440||Riethchaussee 5||||Agrargesellschaft "Am Dün" mbH|http://www.firmenwissen.de/az/firmeneintrag/37327/3230021152/AGRARGESELLSCHAFT_AM_DUEN_MBH.html|ag.am.duen@hotmail.de|48
17094|||Agrargesell. Cölpin mbH|Cölpin|513072|1710|03966 210473||Woldegker Chaussee 53|||Werkstätten|Agrargesellschaft Cölpin mbH|http://www.firmenwissen.de/az/firmeneintrag/17094/3490063930/AGRARGESELLSCHAFT_COELPIN_MBH.html|ag.coelpin.mbh@arcor.de|49
17217|||von Oertzen/Tretow Agrar GbR|Kittendorf|108537|362|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17094/3490063930/AGRARGESELLSCHAFT_COELPIN_MBH.html|ag.coelpin.mbh@arcor.de|50
9526|||Agrargesellschaft Heidersdorf GmbH|Heidersdorf|170247|567|037361 4320||Dorfstraße 1|||Landwirtschaftsbetrieb|Agrargesellschaft Heidersdorf GmbH|http://www.firmenwissen.de/az/firmeneintrag/09526/3030035622/AGRARGESELLSCHAFTT_HEIDERSDORF_GMBH.html|ag.heidersdorf@t-online.de|51
7819|||Agrargenossenschaft Drei Eichen eG Leubsdorf|Miesitz|293270|978|036482 30806||Lemnitzer Str. 2|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Drei Eichen eG Leubsdorf|http://www.firmenwissen.de/az/firmeneintrag/07819/3110028436/AGRARGENOSSENSCHAFT_DREI_EICHEN_EG_LEUBSDORF.html|ag.leubsdorf@t-online.de|52
7554|||Agrargenossenschaft Drei Eichen eG|Korbußen|252972|843|036482 30806||Lemnitzer Str. 2|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Drei Eichen eG Leubsdorf|http://www.firmenwissen.de/az/firmeneintrag/07819/3110028436/AGRARGENOSSENSCHAFT_DREI_EICHEN_EG_LEUBSDORF.html|ag.leubsdorf@t-online.de|53
39288|||AG Niegripp e.G.|Burg Stadt|330975|1103|03921 994318||Hauptstraße 1|||Landwirtschaftsbetrieb|Agrargenossenschaft Niegripp eG|http://www.firmenwissen.de/az/firmeneintrag/39288/3170013195/AGRARGENOSSENSCHAFT_NIEGRIPP_E_G.html|ag.niegripp@t-online.de|54
39606|||Agrargenossenschaft eG Ballerstedt|Osterburg (Altmark) Hansestadt|218760|729|039328 248||Ernst-Thälmann-Straße 29|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft eG.|http://www.firmenwissen.de/az/firmeneintrag/39606/3350004289/AGRARGENOSSENSCHAFT_BALLERSTEDT_E_G.html|AG.PS.BA@t-online.de|55
98631|||Agrargenossenschaft Queienfeld e.G.|Grabfeld|539279|1798|036944 51811||Wolfmannshäuser Straße 13|||Landmaschinenhändler|Agrargenossenschaft Queienfeld e.G.|http://www.firmenwissen.de/az/firmeneintrag/98631/3210024623/AGRARGENOSSENSCHAFT_QUEIENFELD_E_G.html|ag.queinenfeld@vr-web.de|56
14823|||Hoher Fläming eG Rädigke-Niemegk|Rabenstein/Fläming|505851|1686|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14823/3270021738/HOHER_FLAEMING_EG_RAEDIGKE_NIEMEGK.html|ag.raedigke@gmx.de|57
8451|||Agrargenossenschaft Blankenhain e. G.|Crimmitschau Stadt|556846|1856|036608 209970||An der Windmühle 6|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Blankenhain e.G.|http://www.firmenwissen.de/az/firmeneintrag/08451/3310005354/AGRARGENOSSENSCHAFT_BLANKENHAIN_EG.html|AG.Schaedel@t-online.de|58
9629|||Agrargenossenschaft  Neukirchen/Hirschfeld eG|Reinsberg|271645|905|037324 7466||Steinbacher Str. 5|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft Neukirchen-Hirschfeld eG|http://www.firmenwissen.de/az/firmeneintrag/08451/3310005354/AGRARGENOSSENSCHAFT_BLANKENHAIN_EG.html|AG.Schaedel@t-online.de|59
6905|||AG Schnellin-Dorna e. G.|Bad Schmiedeberg Stadt|300389|1001|034927 20350||Schnellin Dorfstraße|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Schnellin Dorna e.G.|http://www.firmenwissen.de/az/firmeneintrag/06905/3290018331/AGRARGENOSSENSCHAFT_SCHNELLIN_DORNA_E_G.html|ag.schnellindorna@portal-rind.de|60
39517|||AG Uchtdorf e.G.|Tangerhütte Stadt|237462|792|03935 2455||Wenddorfer Weg 1|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft e.G. Uchtdorf|http://www.firmenwissen.de/az/firmeneintrag/39517/3350003276/AGRARGENOSSENSCHAFT_E_G_UCHTDORF.html|ag.uchtdorf@t-online.de|61
39517|||AG Schernebeck eG|Tangerhütte Stadt|186368|621|039361 351||Dorfstraße 45|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Schernebeck e. G.|http://www.firmenwissen.de/az/firmeneintrag/39517/3350003276/AGRARGENOSSENSCHAFT_E_G_UCHTDORF.html|ag.uchtdorf@t-online.de|62
6526|||Agrar e.G. Wippra-Popperode|Sangerhausen Stadt|364956|1217|034775 80019||Zum Neuen Schloß 8|||Immobilienagentur|Agrargenossenschaft e.G. Wippra-Popperode|http://www.firmenwissen.de/az/firmeneintrag/06526/3130024909/AGRARGENOSSENSCHAFT_E_G_WIPPRA_POPPERODE.html|ag.wippra-popperode@t-online.de|63
2829|||BUDISSA Agrarbetrieb Friedersdorf GmbH|Markersdorf|231776|773|035829 60227||Ortsstraße 119|||Landwirtschaftliche Produkte Einzelhandel|BUDISSA Agrarbetrieb Friedersdorf GmbH|http://www.firmenwissen.de/az/firmeneintrag/02829/3390107177/BUDISSA_AGRARBETRIEB_FRIEDERSDORF_GMBH.html|agar-friedersdorf@frie-do-net.de|64
99439|||Agrargenossenschaft Kleinobringen e.G.|Ramsla|397685|1326|036452 70775||Bei der Linde 23|||Landmaschinenhändler|Agrargenossenschaft Kleinobringen e.G.|http://www.firmenwissen.de/az/firmeneintrag/99439/3450006389/AGRARGENOSSENSCHAFT_KLEINOBRINGEN_E_G.html|agargen.kleinobringen@t-online.de|65
6712|||AB Droßdorf e.G.|Gutenborn|363331|1211|03441 212352||Ossiger Str. 25|||Landwirtschaftliche Produkte Einzelhandel|Agrarbetrieb eG Droßdorf|http://www.firmenwissen.de/az/firmeneintrag/06712/3130006387/AGRARBETRIEB_EG_DROSSDORF.html|agb.drossdorf@portal-rind.de|66
99510|||Agrargenossenschaft Ilm-Saaleplatte eG|Saaleplatte|500611|1669|036421 22363||Hauptstraße 126|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Ilm- Saaleplatte e.G.|http://www.firmenwissen.de/az/firmeneintrag/99510/3450006663/AGRARGENOSSENSCHAFT_ILM_SAALEPLATTE_E_G.html|ageckolstaedt@t-online.de|67
7619|||Agrargenossenschaft Graitschen/Höhe e.G.|Schkölen Stadt|279748|932|036694 4940||Graitschen auf der Höhe 27|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Graitschen/Höhe e.G.|http://www.firmenwissen.de/az/firmeneintrag/07619/3410005742/AGRARGENOSSENSCHAFT_GRAITSCHEN_HOEHE_E_G.html|aggraitschen@web.de|68
7619|||Agrargenossenschaft Schkölen e.G.|Schkölen Stadt|314425|1048|036694 22246||Zschorgulaer Str.|||Fischzüchterei|AGS Agrargenossenschaft e.G.|http://www.firmenwissen.de/az/firmeneintrag/07619/3410005742/AGRARGENOSSENSCHAFT_GRAITSCHEN_HOEHE_E_G.html|aggraitschen@web.de|69
39307|||Agrargenossenschaft Hohenseeden/Parchen  eG|Elbe-Parey|525140|1750|039344 248||Brandensteiner Weg 3|||Landmaschinenhändler|Agrargenossenschaft Hohenseeden eG|http://www.firmenwissen.de/az/firmeneintrag/39307/3170010076/AGRARGENOSSENSCHAFT_HOHENSEEDEN_PARCHEN_EG.html|aghohenseeden@gmx.de|70
99428|||Agrargenossenschaft Thüringer Korn und Rind e.G. Isseroda|Isseroda|405127|1350|03643 825231||Untere Schloßgasse 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Thüringer Korn und Rind e.G. Isseroda|http://www.firmenwissen.de/az/firmeneintrag/99428/3450005825/AGRARGENOSSENSCHAFT_THUERINGER_KORN_UND_RIND_E_G.html|agi-saa@t-online.de|71
17039|||AG Chemnitz mbH|Blankenhof|525252|1751|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09126/3030215742/AG_IN_UND_AUSLAENDER_E_V_CHEMNITZ.html|agiu@agiua.de|72
99713|||Agrar GmbH Keula|Helbedündorf|321465|1072|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99713/3230020239/AGRAR_GMBH_KEULA.html|agk@nordagrar-gruppe.de|73
99441|||Agrargenossenschaft Mellingen e G|Mellingen|288848|963|036453 80325||Köttendorfer Str.|||E-Commerce-Dienst|Agrargenossenschaft Mellingen e.G.|http://www.firmenwissen.de/az/firmeneintrag/99441/3450007258/AGRARGENOSSENSCHAFT_MELLINGEN_E_G.html|agmellingeneg@t-online.de|74
15299|||Agrargenossenschaft eG Müllrose|Müllrose Stadt|162535|542|033606 233||Beeskower Str. 44|||Landwirtschaftsbetrieb|Agrargenossenschaft Müllrose eG|http://www.firmenwissen.de/az/firmeneintrag/15299/3250041982/AGRARGENOSSENSCHAFT_E_G.html|agmuellrose@t-online.de|75
1904|||Agrargemeinschaft Oberland GmbH|Neukirch/Lausitz|346628|1155|035951 31526||Naundorfer Str. 13|||Landwirtschaftliche Produkte Einzelhandel|Agrargemeinschaft Oberland GmbH|http://www.firmenwissen.de/az/firmeneintrag/01904/3070109120/AGRARGEMEINSCHAFT_OBERLAND_GMBH.html|AGOberland-Neukirch@t-online.de|76
15326|||Agrarprodukte Mallnow/ Schönfließ eG|Lebus Stadt|292666|976|033602 423||Schönfließer Str. 8|||Landwirtschaftliche Produkte Einzelhandel|Agrarprodukte Mallnow/Schönfließ eG|http://www.firmenwissen.de/az/firmeneintrag/15326/3250028896/AGRARPRODUKTE_MALLNOW_SCHOENFLIESS_EG.html|agramallnow@online.de|77
4539|||Agrar GmbH Auligk und Co. KG|Groitzsch Stadt|800845|2669|034296 9630||Gatzen 50|||Landmaschinenhändler|Agrar GmbH Auligk & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/04539/3150014414/AGRAR_GMBH_AULIGK_CO_KG.html|agrar_auligk@t-online.de|78
17217|||AGRAR-GmbH  PENZLIN|Penzlin Stadt|295091|984|03962 210245||Warener Chaussee 34|||Landwirtschaftliche Produkte Einzelhandel|Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/17217/3490005952/AGRAR_GMBH_PENZLIN.html|agrar_gmbh_penzlin@t-online.de|79
18556|||Agrar GmbH & Co. KG W.-Süd|Altenkirchen|525369|1751|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18556/3190091505/AGRAR_GESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG_CO_KOMMANDITGESELLSCHAFT_WITTOW_SUED.html|agrar_gmbh_wittow_sued@t-online.de|80
16303|||Agrar GmbH Heinersdorf|Schwedt/Oder Stadt|154224|514|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/16303/3250038974/AGRARGESELLSCHAFT_MBH_HEINERSDORF.html|agrar_gmbh@swschwedt.de|81
6295|||AgrargenossenschaftLaweketal Hedersleben eG|Eisleben Lutherstadt|588466|1962|034773 2410||Denkmalstr. 18|||Genossenschaft|Agrargenossenschaft Laweketal Hedersleben e.G.|http://www.firmenwissen.de/az/firmeneintrag/06295/3130025041/AGRARGENOSSENSCHAFT_LAWEKETAL_HEDERSLEBEN_E_G.html|Agrar_Laweketal@t-online.de|82
8393|||Agrargenossenschaft Schönberg e. G.|Schönberg|530843|1769|03764 18050||Hauptstraße 31|||Landmaschinenhändler|Agrargenossenschaft Schönberg e.G.|http://www.firmenwissen.de/az/firmeneintrag/08393/3310002105/AGRARGENOSSENSCHAFT_SCHOENBERG_EG.html|agrar_schoenberg@hotmail.com|83
