1877|||Landbewirtschaftung Wesenitztal GmbH|Schmölln-Putzkau|214942|716|03594 703006||Schmöllner Str. 13|||Bauernmarkt|Landbewirtschaftung Wesenitztal GmbH|http://www.firmenwissen.de/az/firmeneintrag/01877/3070212808/LANDBEWIRTSCHAFTUNG_WESENITZTAL_GMBH.html|info@landwirtschaft-putzkau.de
3205|||Fleischrind Bronkow Landwirtschafts GmbH|Bronkow|258827|863|035435 49060||Dorfstraße 32|||Großhändler für landwirtschaftliche Erzeugnisse|Landboden Bronkow Agrar GmbH|http://www.firmenwissen.de/az/firmeneintrag/03205/3050087185/FLEISCHRIND_BRONKOW_LANDWIRTSCHAFTS_GMBH_IN_BRONKOW.html|None
23992|||Landboden Glasin Betriebs GmbH|Glasin|672275|2241|038429 232||Warnkenhagener Str.|||Landesprodukte Großhandel|Landboden Glasin Betriebs GmbH|http://www.firmenwissen.de/az/firmeneintrag/23992/3330026369/LANDBODEN_GLASIN_BETRIEBS_GMBH.html|staedter@landboden-glasin.de
23992|||Landboden Glasin Treuhand GmbH & Co Tierproduktion KG|Glasin|368482|1228|038429 232||Warnkenhagener Str.|||Landesprodukte Großhandel|Landboden Glasin Betriebs GmbH|http://www.firmenwissen.de/az/firmeneintrag/23992/3330017254/LANDBODEN_GLASIN_TREUHAND_GMBH_CO_TIERPRODUKTIONS_KG.html|staedter@landboden-glasin.de
17091|||Landboden Wolde GmbH & Co Landwirtschafts-KG|Wolde|207637|692|039600 2510||Stavenhagener Str. 12|||Landwirtschaft|Landboden-Wolde GmbH & Co. Landwirtschafts KG|http://www.firmenwissen.de/az/firmeneintrag/17091/3490002847/LANDBODEN_WOLDE_GMBH_CO_LANDWIRTSCHAFTS_KG.html|madowo@web.de
17091|||Landboden Wolde Betriebs-GmbH|Wolde|146429|488|039600 2510||Stavenhagener Str. 12|||Landwirtschaftliche Produkte Einzelhandel|Landboden-Wolde GmbH & Co. Landwirtschafts KG|http://www.firmenwissen.de/az/firmeneintrag/17091/3490050435/LANDBODEN_WOLDE_BETRIEBS_GMBH.html|madowo@web.de
19372|||Landerzeugergemeinschaft e.G. Groß Godems|Groß Godems|160925|536|038725 20219||Lange Str. 10|||Landwirtschaftsbetrieb|Landerzeugergemeinschaft eG Groß Godems|https://duckduckgo.com/?q=Landerzeugergemeinschaft+e.G.+Gro%C3%9F+Godems+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
15344|||Landfarm Hohenstein GmbH|Strausberg Stadt|138339|461|03341 27884||Dorfstraße 16B|||Landwirtschaftsbetrieb|Landfarm Hohenstein GmbH|http://www.firmenwissen.de/az/firmeneintrag/15344/3250177659/LANDFARM_HOHENSTEIN_GMBH.html|None
14641|||Landfarm Verwaltungsgesellschaft mbH|Groß Pankow (Prignitz)|54163|181|04893 373830||Hertefelder Dorfstraße 7|||Verwaltungsgesellschaften|Landfarm Verwaltungsgesellschaft mbH|http://www.firmenwissen.de/az/firmeneintrag/14641/2230217936/LANDFARM_VERWALTUNGSGESELLSCHAFT_MBH.html|None
98660|||Landgenossenschaft Goldene Ähre eG|Beinerstadt|234328|781|036873 20069||Exdorfer Str. 100|||Landwirtschaftliche Produkte Einzelhandel|Landgenossenschaft Goldene Ähre|http://www.firmenwissen.de/az/firmeneintrag/98660/3210020250/LANDGENOSSENSCHAFT_GOLDENE_AEHRE_EG.html|None
19357|||Landgenossenschaft eG Pröttlin|Karstädt|521469|1738|038788 50435||Pröttliner Hauptstraße 30|||Landwirtschaftliche Produkte Einzelhandel|Landgenossenschaft Pröttlin e.G.|http://www.firmenwissen.de/az/firmeneintrag/19357/3330009976/LANDGENOSSENSCHAFT_PROETTLIN_E_G.html|None
15326|||Landgesellschaft Damm GmbH|Lebus Stadt|251846|839|033604 259||Kietzer Chaussee 29A|||Landwirtschaftliche Produkte Einzelhandel|Landgesellschaft Damm GmbH|http://www.firmenwissen.de/az/firmeneintrag/15326/3250042114/LANDGESELLSCHAFT_DAMM_GMBH.html|mva-damm@t-online.de
9430|||AIG Landgesellschaft Drebach GmbH /die|Drebach|54722|182|037341 7163||Hauptstraße 101|||Immobilienagentur|Landgesellschaft Drebach Verwaltungs- Und Beteiligungs GmbH Und Co. Betriebs KG|http://www.firmenwissen.de/az/firmeneintrag/09430/3030101330/AIG_LANDGESELLSCHAFT_DREBACH_GMBH.html|None
17321|||Landgesellschaft Rothenklempenow mbH|Rothenklempenow|254478|848|039744 50215||Dorfstraße 58|||Landwirtschaftliche Produkte Einzelhandel|Landgesellschaft Rothenklempenow mbH|http://www.firmenwissen.de/az/firmeneintrag/17321/3490013789/LANDGESELLSCHAFT_ROTHENKLEMPENOW_MBH.html|None
18510|||Landgut Abtshagen GmbH & Co KG|Wittenhagen|323863|1080|038327 459829||Dorfstraße 52|||Landwirtschaftliche Produkte Einzelhandel|Landgut Abtshagen GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/18510/3190029703/LANDGUT_ABTSHAGEN_GMBH_CO_KG.html|None
9432|||Landgut Am Dörrhaus AG|Großolbersdorf|271091|904|03735 62385||Lengefelder Str. 12|||Stalleinrichtungen Großhandel|Landgut Am Dörrhaus AG|http://www.firmenwissen.de/az/firmeneintrag/09432/3030132578/LANDGUT_AM_DOERRHAUS_AG.html|info@bauernland-ag.de
17089|||Landgut Bartow GmbH & Co.KG|Bartow|367039|1223|039991 30208||Dorfstraße 15|||Beteiligungsgesellschaften|Landgut Bartow Verwaltungsgesellschaft mbH|http://www.firmenwissen.de/az/firmeneintrag/17089/3490023462/LANDGUT_BARTOW_GMBH_CO_KG.html|None
15898|||LANDGUT Coschen GmbH|Neißemünde|329598|1099|033657 36155||Hauptstraße 19|||Landwirtschaftliche Produkte Einzelhandel|Landgut Coschen GmbH|http://www.firmenwissen.de/az/firmeneintrag/15898/3250116907/LANDGUT_COSCHEN_GMBH.html|None
6925|||Landgut -Heideland- e.G.|Annaburg Stadt|333246|1111|035386 22307||Siedlung-Hauptweg 66|||Landwirtschaftliche Genossenschaften|Landgut Dreikirchen e.G.|http://www.firmenwissen.de/az/firmeneintrag/06925/3290031052/LANDGUT_ELBELAND_AXIEN_E_G.html|elbeland.axien@t-online.de
6242|||Landgut Drexler KG|Braunsbedra Stadt|129241|431|03461 508214||Dorfstraße 3|||Landwirtschaft|Landgut Drexler KG|http://www.firmenwissen.de/az/firmeneintrag/06242/3130053399/LANDGUT_DREXLER_KG.html|None
6925|||Landgut Elbeland Axien e. G.|Annaburg Stadt|481782|1606|035386 22828||Düßnitzer Str. 34|||Landwirtschaftliche Produkte Einzelhandel|Landgut Elbeland Axien e.G.|http://www.firmenwissen.de/az/firmeneintrag/06925/3290031052/LANDGUT_ELBELAND_AXIEN_E_G.html|elbeland.axien@t-online.de
16567|||Landgut Erlenhof Gebr. Schneermann GmbH|Mühlenbecker Land|119276|398|033056 431813||Bergfelder Chaussee 7|||Landwirtschaftliche Produkte Großhandel|Landgut Erlenhof Stammzucht Fleischfleckvieh und Reiterhof Gebrüder Schneermann GmbH|http://www.firmenwissen.de/az/firmeneintrag/16567/2011886599/LANDGUT_ERLENHOF_STAMMZUCHT_FLEISCHFLECKVIEH_UND_REITERHOF_GEBRUEDER_SCHNEERMANN_GMBH.html|None
6528|||Landgut Goldene Aue GmbH|Wallhausen|282257|941|034656 59000||Mühlgebreite 5|||Landwirtschaftliche Produkte Einzelhandel|Landgut Goldene Aue GmbH|http://www.firmenwissen.de/az/firmeneintrag/06528/3130032313/LANDGUT_GOLDENE_AUE_GMBH.html|None
23948|||Landgut Gramkow GmbH & CO KG|Hohenkirchen|88169|294|038825 22204||Am Gutshof 1|||Landwirtschaftsbetrieb|Landgut Gramkow GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/23948/3330012680/LANDGUT_GRAMKOW_GMBH_CO_KG.html|None
14547|||Landgut Hennickendorf  GmbH|Nuthe-Urstromtal|245813|819|033732 40208||Strasse des Friedens 35 A-D|||Landwirtschaftliche Produkte Einzelhandel|Landgut Hennickendorf GmbH|http://www.firmenwissen.de/az/firmeneintrag/14547/2010396252/LANDGUT_HENNICKENDORF_GMBH.html|agrar-wittbrietzen@t-online.de
18276|||Landgut Karcheez GmbH & Co.KG|Gülzow-Prüzen|310077|1034|038450 20217||Bützower Str. 49|||Landwirtschaftsbetrieb|Landgut Karcheez GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/18276/3190092684/LANDGUT_KARCHEEZ_GMBH_CO_KG.html|None
99192|||Landgut Kornhochheim GmbH|Nesse-Apfelstädt|195017|650|036202 90366||Hauptstraße 51a|||Grosshändler|Landgut Kornhochheim GmbH|http://www.firmenwissen.de/az/firmeneintrag/99192/3090037590/LANDGUT_KORNHOCHHEIM_GMBH.html|LandgutKHH@t-online.de
9627|||Landgut Naundorf GmbH|Bobritzsch-Hilbersdorf|52099|174|037325 1414||Grillenburger Str. 54|||Landgasthaus/-hof|Landgut Naundorf GmbH|http://www.firmenwissen.de/az/firmeneintrag/09627/3030059138/LANDGUT_NAUNDORF_GMBH.html|landgut-naundorf@gmx.de
4886|||Landgut Ostelbien KG|Beilrode|63686|212|03421 732620||Züllsdorfer Str. 14|||Landwirtschaft|Landgut Ostelbien KG|http://www.firmenwissen.de/az/firmeneintrag/04886/3150286299/LANDGUT_OSTELBIEN_KG.html|None
39288|||Landgut Parchau eG|Burg Stadt|352518|1175|03921 994620||Kirschenweg 1|||Landmaschinenhändler|Landgut Parchau e.G.|http://www.firmenwissen.de/az/firmeneintrag/39288/3170008638/LANDGUT_PARCHAU_EG.html|landgut-parchau@web.de
19395|||Milchgut Plau GmbH & Co.KG|Plau am See Stadt|212812|709|038735 44322||Güstrower Chaussee 27|||Landwirtschaftsbetrieb|Landgut Plau GmbH|http://www.firmenwissen.de/az/firmeneintrag/19395/3330175774/MILCHGUT_PLAU_GMBH_CO_KG.html|verwaltung@gut-plau.de
15913|||Landgut Pretschen GmbH & Co KG|Märkische Heide|212812|709|035476 17516||Am Landgut 2|||Grosshändler|Landgut Pretschen GmbH & Co.KG|http://www.firmenwissen.de/az/firmeneintrag/15913/3050135752/LANDGUT_PRETSCHEN_GMBH_CO_KG.html|info@landgut-pretschen.de
14827|||Landgut Reppinichen GmbH|Wiesenburg/Mark|548915|1830|033847 9060||Hohenlobbeser Weg 1|||Landwirtschaftsbetrieb|Landgut Reppinichen GmbH|http://www.firmenwissen.de/az/firmeneintrag/14827/3270147282/LANDGUT_REPPINICHEN_GMBH.html|post@jlwag.de
15938|||Landgut Schöneiche Linkenheil & Seidel OHG|Golßen Stadt|56394|188|035452 3890||Str. Försterei|||Forstwirtschaft|Landgut Schöneiche Linkenheil & Seidel OHG|http://www.firmenwissen.de/az/firmeneintrag/15938/3050140794/LANDGUT_SCHOENEICHE_LINKENHEIL_UND_SEIDEL_OHG.html|None
9488|||Landgut Schönfeld GmbH /die|Thermalbad Wiesenbad|164908|550|03733 52962||Annaberger Str. 38|||Immobilienmakler und Immobilienbüros|Landgut Schönfeld GmbH|http://www.firmenwissen.de/az/firmeneintrag/09430/3310015719/LANDGUT_SCHOENFELD_GMBH.html|None
17375|||Landgut Seegrund GmbH|Hintersee|47171|157|039776 20241||Dorfstraße 38A|||Grundstücksmakler|Landgut Seegrund GmbH|http://www.firmenwissen.de/az/firmeneintrag/17375/3490104508/LANDGUT_SEEGRUND_GMBH.html|lsgmbh@hotmail.com
17391|||Landgut Stolpe GbR|Stolpe|253152|844|039721 52279||Zum Wiesenweg 9|||Landwirtschaftliche Produkte Einzelhandel|Landgut Stolpe GbR|http://www.firmenwissen.de/az/firmeneintrag/17391/3490104134/LANDGUT_STOLPE_GBR.html|None
97618|||Landgut Thundorf GmbH|Heustreu|117377|391|09724 581||Vorstraße 28|||Landwirtschaft|Landgut Thundorf GmbH|http://www.firmenwissen.de/az/firmeneintrag/97618/8310239373/LANDGUT_THUNDORF_GMBH.html|None
99428|||Landgut Weimar eG|Weimar Stadt|508537|1695|03643 849270||Am Feldrain 2|||Landwirtschaftsbetrieb|Landgut Weimar eG|http://www.firmenwissen.de/az/la_2.html|None
17209|||Landgut Wendhof GmbH & Co KG|Göhren-Lebbin|318370|1061|039932 13950||Hinrichsberger Weg 1|||Landwirtschaftliche Produkte Großhandel|Landgut Wendhof GmbH & Co KG|http://www.firmenwissen.de/az/firmeneintrag/17209/3490187715/LANDGUT_WENDHOF_GMBH_CO_KG.html|None
4938|||Landgut Wiederau GbR|Uebigau-Wahrenbrück Stadt|204774|683|035365 8514||Hauptstraße|||Landwirtschaftliche Produkte Einzelhandel|Landgut Wiederau GbR-mbH|http://www.firmenwissen.de/az/firmeneintrag/04938/3050075063/LANDGUT_WIEDERAU_GBR.html|None
14913|||Landgut Wiesenburg GmbH|Niedergörsdorf|305073|1017|036372 9330||Wölmsdorfer Weg 3A||||Landgut Wiesenburg GmbH|http://www.firmenwissen.de/az/firmeneintrag/14827/3270147282/LANDGUT_REPPINICHEN_GMBH.html|post@jlwag.de
