6632|||AG Gleina e.G.|Gleina|1136913|3790|034462 3040||Baumersrodaer Weg 3B|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Gleina e.G.|1309
99998|||Agrargenossenschaft Großengottern eG|Weinbergen|1130911|3770|036014 6040|agrar-grossengottern@gmx.de|Wiesenstraße 17B|||Landwirtschaftsbetrieb|Agrargenossenschaft Grossengottern eG|105
14913|||AFB Agrar GmbH Flämingl.|Niedergörsdorf|1130224|3767|033743 6970||Mellnsdorfer Str. 1-2|||Landwirtschaftsbetrieb|AFB Agrar GmbH Flämingland|1354
14712|||AG Böhne e.G.|Rathenow Stadt|1059986|3533|03385 541710||Rathenower Str. 13|||Landwirtschaftliche Produkte Großhandel|Agrargenossenschaft Böhne eG|1226
99189|||Geratal Agrar GmbH & Co. KG|Andisleben|1059638|3532|036201 5270|info@geratal-agrar.de|Gebeseestraße|||Grosshändler|Geratal Agrar GmbH & Co. KG|689
17291|||Agrarprodukte  Dedelow GmbH|Prenzlau Stadt|1058051|3527|039853 6000|agrarproduktededelow@freenet.de|An der Milchviehanlage 2|||Bioladen|Agrarprodukte Dedelow GmbH|223
39606|||AG Lückstedt e.G.|Seehausen (Altmark) Hansestadt|1056302|3521|039391 281|info@jfag.ch|Lückstedt Nr 77||||Agrar-Genossenschaft Altmärkische Höhe e.G.|739
15907|||Agrargen. Radensdorf eG|Lübben (Spreewald) Stadt|1049750|3499|03546 276020||An der Bukoitza|||Hersteller|Agrargenossenschaft Radensdorf e.G. Sitz Lübben|1423
14715|||AG Hohennauen e.G.|Havelaue|1014315|3381|033872 70234||Spaatzer Hauptstraße 1|||Landwirtschaftsbetrieb|Agrargenossenschaft Hohennauen eG|1332
6667|||AG Burgwerben e.G.|Weißenfels Stadt|1005951|3353|03443 28473||Friedensstr. 2|||Lebensmittelladen|Agrargenossenschaft Burgwerben e. G.|1237
39240|||Agrargen. e.G. Calbe|Calbe (Saale) Stadt|1002145|3340|039291 5400||Brumbyer Weg 34|||Landwirtschaftsbetrieb|Agrargenossenschaft Calbe/Saale e.G.|1238
17099|||Agrar GmbH & Co. KG Sandhagen|Galenbeck|999967|3333|039607 20212|agrar-sandhagen@web.de|Am Berge 1|||Landwirtschaftsbetrieb|Agrar GmbH und Co. KG Sandhagen|125
2708|||Agrofarm Herwigsdorf e.G.|Rosenbach|998433|3328|03585 47350|agrofarm-herwigsdorf@t-online.de|Niederhofstraße 23a|||Landwirtschaftsbetrieb|Agrofarm Herwigsdorf e. G.|240
39249|||Agrar GmbH Elbe-Saale & Co.KG|Barby Stadt|997498|3325|039298 29264|info@agrar-barby.de|Calbenser Str. 3|||Biotechnologieunternehmen|Agrar GmbH Elbe Saale|550
6536|||AgrarGen.-Harzerland- eG.|Südharz|992716|3309|None||No Address|||No Business Description|No Business Name|2593
15295|||Bauerngesellschaft Ziltendorfer Niederung GbR|Wiesenau|982197|3274|None|Bauerngesellschaft.Wiesenau@lycos.de|No Address|||No Business Description|No Business Name|300
18337|||Agrargenossenschaft Bartelshagen I e.G.|Marlow Stadt|981154|3271|03821 815720|service@agrar-bartelshagen1.de|MTS-Viertel 13|||Landwirtschaftsbetrieb|Agrargenossenschaft Bartelshagen I e.G.|3748
7955|||ERVEMA agrar Gesellschaft Wöhlsdorf mbH|Auma-Weidatal Stadt|980427|3268|036626 20372||Wöhlsdorfer Str. 30a|||Landmaschinenhändler|ERVEMA Agrar Gesellschaft Wöhlsdorf mbH|1913
19069|||Agrargemeinschaft e.G. Lübstorf|Lübstorf|976227|3254|03867 204||Wiligrader Str. 1|||Landwirtschaftsbetrieb|Agrargemeinschaft Lübstorf eG|1196
1723|||Agrar GmbH Dresdner Vorland Grumbach|Wilsdruff Stadt|951284|3171|035204 9450||Wilsdruffer Str. 10||||AGRAR GmbH Dresdner Vorland Grumbach|1096
6556|||Agrarproduktion-und Handels GmbH|Kalbsrieth|949349|3164|None||No Address|||No Business Description|No Business Name|2594
6618|||Agrarges.Prießnitz mbH|Naumburg (Saale) Stadt|945373|3151|034466 6020|info@ag-priessnitz.de|Am Angstplatz 1a|||Biotechnologieunternehmen|Agrargesellschaft Prießnitz mbH|536
6528|||AgrarGen.Am Kyffhäuser e.G. Einzingen-Riethnordhausen|Wallhausen|936973|3123|034656 5570|info@agrar-rio.de|Ederslebener Str. 181|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Am Kyffhäuser eG Einzingen-Riethnordhausen|583
9661|||Agrargenossenschaft Hainichen/Pappendorf e.G.|Hainichen Stadt|934386|3115|None|riedel@agrar-eg-hainewalde.de|No Address|||No Business Description|No Business Name|3715
99334|||AGROLAND Agrar e.G.Thörey/Rehestädt|Amt Wachsenburg|927243|3091|036202 21690||Vor dem Dorfe 1 Gewerbegebiet|||Landwirtschaftliche Produkte Einzelhandel|Agroland Agrar E.g. Thörey/rehestädt|1606
1877|||Großdrebnitzer Agrarbetriebsgesellschaft mbH|Bischofswerda Stadt|920072|3067|03594 713416|agrar.gd@freenet.de|Bühlauer Str.|||Landwirtschaftliche Produkte Einzelhandel|Großdrebnitzer Agrarbetriebsgesellschaft mbH|143
14558|||agro Saarmund e.G.|Nuthetal|919941|3066|None||No Address|||No Business Description|No Business Name|2595
99752|||ALTIS-Bäuerliche Aktiengesellschaft Bleicherode/Südharz|Bleicherode Stadt|913905|3046|036338 30530|altis-bag@t-online.de|Heerweg 22|||Landschaftsgärtner|ALTIS - Bäuerliche AG Bleicherode/Südharz|255
16306|||Delta GmbH Passow|Passow|911530|3038|033336 55740||Schulstraße 34|||Landmaschinenhändler|DELTA Tier-, Landwirtschaftliche Erzeugnisse & Handels GmbH|1834
8459|||Agrarunternehmen Lauenhain e. G.|Neukirchen/Pleiße|911016|3037|03762 95850||Dorfstraße 35|||Grosshändler|Agrarunternehmen Lauenhain e.G.|1570
1936|||Agrargenossenschaft Laußnitz e.G.|Laußnitz|908184|3027|035795 289880||Gräfenhainer Str. 36|||Unternehmen|Agrargenossenschaft Laußnitz e. G.|1384
16259|||Agrarproduktion Oderbruch GmbH &Co. Agrarprodukte KG Neulewin|Neulewin|908127|3027|033452 4980|info@agrar-neulewin.de|Neulewin 111||||Agrarproduktion Oderbruch GmbH & Co. Agrarprodukte KG|576
9236|||Multi-Agrar Claußnitz GmbH|Claußnitz|906340|3021|037202 80010|service@multi-agrar.de|Burgstädter Str. 97B|||Landwirtschaftsbetrieb|Multi-Agrar Claußnitz GmbH|3750
6249|||Agrarverwaltungsges. Geiseltal mbH & CoKG|Mücheln (Geiseltal) Stadt|898471|2995|034632 22487||Merseburger Str. 4||||Agrar-Verwaltungsgesellschaft Geiseltal mbH & Co. Produk- tions- und Handels KG|1179
39279|||AG Hobeck eG.|Gommern Stadt|891002|2970|039241 9390||Plankenbreite 18|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Hobeck e.G.|1331
17291|||Agrargen. UM agrar eG Göritz|Göritz|889293|2964|039851 6090||Tornower Damm 1|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Uckermark agrar eG.|1446
29410|||AEG eG Pretzier|Salzwedel Hansestadt|885823|2953|None||No Address|||No Business Description|No Business Name|2596
2829|||Agrar-Genossenschaft eG Zodel|Neißeaue|884526|2948|035820 60235||Dorfstraße 143A|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft eG Zodel|1279
18573|||APV Samtens / Rügen e.G|Rambin|875642|2919|038306 1322||Rothenkirchen 24|||Landmaschinenhändler|Agrar-Produktions- und Vertriebsgemeinschaft Samtens/ Rügen eG|1177
14913|||JAG Jüterboger Agrargenossenschaft eG|Jüterbog Stadt|863770|2879|03372 404775|jag-jueterbog@t-online.de|Baruther Chaussee 6|||Verband, Verein oder Organisation|JAG-Jüterboger Agrargenossenschaft eG|910
6785|||AG Wörlitz eG|Oranienbaum-Wörlitz Stadt|859755|2866|034905 4150||Griesener Str. 33|||Landwirtschaftsbetrieb|Agrargenossenschaft Wörlitz e.G.|1462
3249|||Agrofarm Goßmar eG|Sonnewalde Stadt|859600|2865|035323 332|info@agrofarm-gossmar.de|Finsterwalder Landstraße 2|||Landmaschinenhändler|Agrofarm Goßmar eG|597
99610|||LEAG Agrar-Aktiengesellschaft Leubingen|Sömmerda Stadt|854579|2849|03634 69206|leag.leubingen@t-online.de|Kölledaer Str. 23|||Landwirtschaftliche Produkte Großhandel|Leag Agrar AG|997
85586|||Landesanstalt für Landwirtschaft|Poing|842502|2808|None|adolf_robus@finnhuette-am-rennsteig.de|No Address|||No Business Description|No Business Name|16
7778|||Gönnatal-agrar eG|Lehesten|841122|2804|None|Goennatal-agrar@t-online.de|No Address|||No Business Description|No Business Name|457
19089|||Agrargenossenschaft Crivitz e.G.|Crivitz Stadt|836003|2787|None||No Address|||No Business Description|No Business Name|2597
39264|||AgriCo Lindau Naturprodukte AG|Zerbst/Anhalt Stadt|829855|2766|039246 9430|info@Medicura.de|Deetzer Str. 57|||Landwirtschaftsbetrieb|AgriCo Lindauer Naturprodukte AG|796
15749|||Märk.Agrargenossenschaft e.G. (MAG)|Mittenwalde Stadt|825666|2752|None||No Address|||No Business Description|No Business Name|2598
8626|||Agrofarm 2000 GmbH Eichigt Vogtland|Eichigt|825545|2752|037430 6280|post@agrofarm2000.de|An Der MPA 1|||Landwirtschaftsbetrieb|Agrofarm 2000 GmbH Eichigt/ Vogtland|3686
6429|||Pflanzenbau-Gen. e.G. Bernburg-Nord|Nienburg (Saale) Stadt|823356|2745|None|kontakt@pflanzenbau-langenstein.de|No Address|||No Business Description|No Business Name|962
6901|||LWB Selbitz e. G.|Kemberg Stadt|821761|2739|None||No Address|||No Business Description|No Business Name|2599
6386|||APH e. G. Hinsdorf GbR|Südliches Anhalt Stadt|817118|2724|034977 500||Köthener Str. 12 OT|||Landmaschinenhändler|APH e.G. Hinsdorf|1637
36433|||Agrargenossenschaft Moorgrund e.G.|Moorgrund|814028|2713|None|info@ag-moorgrund-eg.de|No Address|||No Business Description|No Business Name|533
2739|||Agrargenossenschaft Eibau e.G.|Kottmar|812276|2708|03586 30330||Ruppersdorfer Str. 9|||Landmaschinenhändler|Agrargenossenschaft Eibau e.G.|1282
29413|||Agrar-Gen. Bonese|Dähre|802758|2676|039039 239||Hauptstraße 2|||Landwirtschaftliche Produkte Einzelhandel|Agrar-Genossenschaft Bonese e. G.|1154
9337|||Agrargenossenschaft Lungwitztal e. G.|Bernsdorf|802106|2674|None|verwaltung@agrar-bernsdorf.de|No Address|||No Business Description|No Business Name|3786
4539|||Agrar GmbH Auligk und Co. KG|Groitzsch Stadt|800845|2669|034296 9630|agrar_auligk@t-online.de|Gatzen 50|||Landmaschinenhändler|Agrar GmbH Auligk & Co. KG|78
6246|||Agrarprodukt e.G. Schafstädt|Bad Lauchstädt Goethestadt|799141|2664|034636 60258|agrarprodukt-schafstaedt@t-online.de|Nordpromenade 15|||Landwirtschaftsbetrieb|Agrarprodukt e.G. Schafstädt|221
4668|||KÖG Kleinbardau Landwirtschafts GmbH|Grimma Stadt|796519|2655|03437 761112|info@koeg-kleinbardau.de|Hauptstraße 12|||Landwirtschaft|KÖG Kleinbardau Landwirtschafts GmbH|762
2997|||MKH Agrar-Produkte GmbH Wittichenau|Wittichenau Stadt|796229|2654|035725 70258|post@mkh-wittichenau.de|Kamenzer Str. 58|||Landwirtschaftsbetrieb|MKH Agrar-produkte GmbH|3691
9623|||Agrar-Genossenschaft  Burgberg eG|Frauenstein Stadt|794919|2650|037326 9020|AG-Burgberg@t-online.de|Zinnwalder Str. 6|||Landwirtschaftsbetrieb|Agrar-Genossenschaft Burgberg e.G.|26
17111|||Böhm - Nordkartoffel Agrarproduktion GmbH & Co. OHG|Hohenmocker|794254|2648|None|sborgwald@bna-kartoffel.de|No Address|||No Business Description|No Business Name|3728
2694|||BUDISSA Agrarprodukte Preititz/Kleinbautzen GmbH|Malschwitz|794103|2647|035932 3500|info@budissa-preititz.de|Malschwitzer Str. 18|||Unternehmen|Budissa Agrarprodukte Preititz/Kleinbautzen|642
17335|||Agrargesellschaft Neuensund mbH|Strasburg (Uckermark) Stadt|793240|2644|039753 2950|info@agrargesellschaft-neuensund.de|Neuensund 32|||Landesprodukte Großhandel|Agrargesellschaft Neuensund mbH|589
38486|||AG Dr.Schultz Lupitz e.G. Kusey|Klötze Stadt|790476|2635|039005 243||Köckter Weg 4|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Dr. Schultz-Lupitz e. G. Kusey|1245
1683|||Agrarunternehmen e.G. Starbach-Sachsen|Nossen Stadt|788106|2627|035242 67794||Am Bahndamm 1|||Landwirtschaftsbetrieb|Agrarunternehmen Starbach-Sachsen eG|1579
3185|||Agrargenossenschaft Vorspreewald eG|Turnow-Preilack|773180|2577|035601 8130|info@agrargenossenschaft-turnow.de|Frankfurter Str. 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Vorspreewald eG|588
9385|||Agrargenossenschaft MAVEK eG|Lugau/Erzgeb. Stadt|768284|2561|037295 2478|cm.mavek@online.de|Dorfstraße 1|||Landmaschinenhändler|Agrargenossenschaft Mavek eG|363
8427|||Agrarhof Gospersgrün e.G.|Fraureuth|765665|2552|037600 9236|info@auleg.de|Schulstraße 1|||Metzgerei|Agrarhof Gospersgrün|613
15848|||Mangelsdorf / Perlitz GbR|Tauche|764447|2548|033677 5714||Herzberger Str. 21|||Fotokopier- und Vervielfältigungsbetriebe|Jochen Mangelsdorf und Wilfried Perlitz GbR|2226
4651|||Landwirtschaftsbetrieb Kitzscher GmbH|Bad Lausick Stadt|753712|2512|034345 72940||Beuchaer Str. 14|||Landwirtschaftsbetrieb|Landwirtschaftsbetrieb Kitzscher GmbH|2390
18574|||Agrargesellschaft Gustow mbH|Gustow|752755|2509|038307 828||Alte Bäderstr. 1|||Landesprodukte Großhandel|Agrargesellschaft Gustow mbH|1482
49692|||Mählmann Gemüsebau GmbH & Co. KG|Cappeln (Oldenburg)|752371|2508|04478 94800|info@maehlmann-gemuesebau.de|Im Siehenfelde 13|||Landwirtschaftsbetrieb|Mählmann Beteiligungs GmbH|791
2625|||Agrargenossenschaft Agrofarm Göda e. G.|Bautzen Stadt|751089|2504|03591 617760||Salzenforster Str. 163|||Landwirtschaftsbetrieb|Agrargenossenschaft Agrofarm Göda eG|1201
99326|||Agrargesellschaft  Griesheim mbH|Ilmtal|747934|2493|03629 802245|info@agrar-griesheim.de|Kleppergasse 1|||Grosshändler|Agrargesellschaft Griesheim mbH|565
4571|||Agrargenossenschaft Pötzschau e.G.|Rötha Stadt|747255|2491|034347 50272||Kleinpötzschau 19|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Pötzschau eG|1421
18276|||Agrofarm eG Lüssow|Lüssow|745740|2486|03843 218657||Schwiesower Str. 22|||Versicherungsagenturen und -Vermittler (zertifiziert)|Agrofarm eG|1603
6888|||AG Elbniederung Eutzsch e. G.|Wittenberg Lutherstadt|745046|2483|034928 20571||Wittenberger Str. 105|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Elbniederung Eutzsch e.G.|1284
99869|||Agrargenossenschaft Drei Gleichen Mühlberg e.G.|Drei Gleichen|739430|2465|036256 20248||Gothaer Str. 37|||Golfclub|Agrargenossenschaft Drei Gleichen Mühlberg e. G.|1247
6449|||Betriebsgem. Schackenthal KG|Aschersleben Stadt|737602|2459|034746 280||Fabrikhof 1|||Landwirtschaftliche Produkte Großhandel|Betriebsgemeinschaft Schackenthal KG|1720
99444|||Agrargenossenschaft Niedersynderstedt e.G.|Blankenhain Stadt|735920|2453|036454 5560|info@ag-niedersynderstedt.de|Kastanienallee 7|||Landwirtschaftsbetrieb|Agrargenossenschaft Niedersynderstedt e G|534
18334|||Semlow Agrar GmbH|Semlow|735273|2451|038222 207|uwerring@es-agrarbetriebe.de|Bahnhofstraße 7|||Landwirtschaft|Gut Recknitztal GmbH|3781
6917|||Glücksburg Agrar e.G. Dixförda|Jessen (Elster) Stadt|731611|2439|035384 3060|gluecksburg-agrar@t-online.de|Zwuschen 4|||Landesprodukte Großhandel|Glücksburg Agrar e.G. Dixförda|455
99441|||Erzeuger-Genossenschaft Kleinschwabhausen e.G. (EGKS)|Großschwabhausen|730653|2436|036454 129870||Kleinschwabhäuser Str.|||Landwirtschaftliche Genossenschaften|Erzeuger-Genossenschaft Kleinschwabhausen e.G.|1916
6895|||AG Mühlanger e.G.|Zahna-Elster Stadt|729825|2433|None||No Address|||No Business Description|No Business Name|2600
17179|||Landw.betrieb Kleverhof AG|Altkalen|729402|2431|039973 70267|info@cleverbridge.com|Kleverhof 45|||Landwirtschaftsbetrieb|Landwirtschaftsbetrieb Kleverhof AG|650
4886|||Agrargenossenschaft Arzberg e.G.|Arzberg|728388|2428|034222 4410||Mühlenviertel 4|||Landschaftsgärtner|Agrargenossenschaft Arzberg e.G.|1208
99880|||Landwirtschaftliches  Zentrum 'Hörseltal' e.G.|Hörsel|724861|2416|None|info@lzmechterstaedt.de|No Address|||No Business Description|No Business Name|788
99947|||Agrargenossenschaft Mülverstedt e.G.|Schönstedt|721696|2406|036022 9550|info@agrar-muelverstedt.de|Waldstedter Str. 21|||Grosshändler|Agrargenossenschaft Mülverstedt e.G.|575
17194|||Agrarges. Hohen Wangelin mbH & CO. KG|Klocksin|719648|2399|039933 7600||Malchower Chaussee 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargesellschaft Hohen Wangelin mbH & Co. KG|1484
4519|||Agrar & Umwelt AG Loberaue|Rackwitz|719081|2397|034202 3744100||Eilenburger Str. 14|||Grosshändler|Agrar und Umwelt AG Loberaue|1143
98646|||Agrar-GmbH Am Straufhain Streufdorf|Straufhain|718291|2394|036875 69274||Steinfelder Str. 2|||Metzgerei|Agrar-GmbH Am Straufhain|1166
6686|||ADG Lützen- Dölzig mbH|Lützen Stadt|716114|2387|None||No Address|||No Business Description|No Business Name|2601
15806|||Agrargenossenschaft eG Glienick / Groß Schulzendorf|Zossen Stadt|713046|2377|None||No Address|||No Business Description|No Business Name|2602
1471|||Agrargenossenschaft Radeburg eG|Radeburg Stadt|712795|2376|035208 81000|Agrar-Radeburg@web.de|Hauptstraße 28b|||Landwirtschaftsbetrieb|Agrargenossenschaft Radeburg e.G.|122
99869|||Agrarprodukte Schwabhausen e.G.|Schwabhausen|711953|2373|036256 2320|agrar-schwabhausen@t-online.de|Wechmarer Str. 57|||Landwirtschaftsbetrieb|Agrarproduktion Schwabhausen e.G.|127
6895|||Agrofarm Flämingrand GmbH|Zahna-Elster Stadt|710912|2370|034924 20381|Info@Agrofarm-Zahna.de|Ottmannsdorfer Str. 2|||Landwirtschaftliche Produkte Einzelhandel|Agrofarm Flämingrand GmbH|598
37308|||Agrar-Gesellschaft mbH Kalteneber|Heilbad Heiligenstadt Stadt|710473|2368|036083 42301|info@agrar-kalteneber.de|Mittelstraße 12|||Landwirtschaftliche Produkte Einzelhandel|Agrar-gesellschaft mbH|569
39221|||LPG Bördeland e.G. Biere|Bördeland|709613|2365|039297 20275||Gartenstraße 4B|||Landwirtschaftsbetrieb|Landwirtschaftliche-Produktiv-Genossenschaft Bördeland e. G.|2364
39326|||DAWA Agrar GmbH & Co. KG|Niedere Börde|707956|2360|None|info@dawa-agrar.de|No Address|||No Business Description|No Business Name|654
23948|||Landwirtschaftsbetrieb Klützer Winkel e.G.|Klütz Stadt|706723|2356|038825 22544||Lübecker Str.|||Landwirtschaftsbetrieb|Landwirtschaftsbetrieb Klützer Winkel eG|2391
6526|||AgrarGen.Gonna-/Leinetal eG.|Sangerhausen Stadt|706466|2355|03464 58120||Linke G. 1|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Gonnatal-Leinetal eG|1313
4838|||Agrargenossenschaft eG Hohenprießnitz|Zschepplin|702634|2342|034242 5021750218|info@aghohenpriessnitz.de|Dorfpl. 5|||Landwirtschaftsbetrieb|Agrargenossenschaft eG Hohenprießnitz|542
96528|||Agrar-Genossenschaft Schalkau e.G.|Schalkau Stadt|697871|2326|036766 849390||Ehneser Str. 31|||Landwirtschaftliche Produkte Einzelhandel|Agrar-Genossenschaft Schalkau e.G.|1161
2943|||Agrargenossenschaft Klitten e.G.|Boxberg/O.L.|697803|2326|035895 50229||Halbendorfer Str. 213|||Landwirtschaftsbetrieb|Agrargenossenschaft Klitten eG|1379
4319|||Gut Engelsdorf Agrarprodukte GmbH|Leipzig Stadt|693085|2310|None|info@gruma-agrar.de|No Address|||No Business Description|No Business Name|698
14793|||Fiener-Agrargen.  Ziesar eG|Ziesar Stadt|692864|2310|033830 284||Paplitzer Chaussee 8|||Landwirtschaftliche Produkte Einzelhandel|Fiener -Agrargenossenschaft Ziesar eG|1941
17349|||AG Burg Stargard mbH|Burg Stargard Stadt|691830|2306|None||No Address|||No Business Description|No Business Name|2603
39307|||AG Tucheim e.G.|Genthin Stadt|689303|2298|039346 302||Milchhof|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Tucheim e. G.|1445
6869|||AG Cobbelsdorf eG|Coswig (Anhalt) Stadt|689048|2297|034923 6590||Hauptstraße 10|||Versicherungsagenturen und -Vermittler (zertifiziert)|Agrargenossenschaft Cobbelsdorf eG|1240
2627|||Agrarprodukte GmbH Budissa Niederkaina|Kubschütz|685271|2284|03591 23083|info.niederkaina@budissa-ag.de|Zieschützer Str.|||Tierzucht und Tierhaltung|Agrarprodukte GmbH Budissa Niederkaina|527
1920|||Agrargenossenschaft Liebenau e.G.|Schönteichen|685156|2284|035783 74330||Kamenzer Str. 2B|||Landwirtschaftliche Genossenschaften|Agrargenossenschaft Liebenau eG|1389
17309|||Marktfrucht GbR Rollwitz|Rollwitz|683437|2278|None||No Address|||No Business Description|No Business Name|2604
17349|||Saatzucht Steinach GmbH & Co K|Lindetal|680766|2269|None|info@saatzucht.de|No Address|||No Business Description|No Business Name|844
6386|||APH e.G. Hinsdorf|Südliches Anhalt Stadt|680452|2268|034977 500||Köthener Str. 12 OT|||Landmaschinenhändler|APH e.G. Hinsdorf|1638
16775|||Wentowsee Agrar u.TZ GmbH|Gransee Stadt|680167|2267|None||No Address|||No Business Description|No Business Name|2605
1819|||Agrargenossenschaft Niederseidewitz e. G.|Bahretal|677193|2257|03501 527725|agrargen.niederseidewitz@t-online.de|Niederseidewitz 22|||Grosshändler|Agrargenossenschaft Niederseidewitz e. G.|187
4769|||Agrargenossenschaft Naundorf-Niedergoseln eG|Naundorf|674328|2248|03435 920194|info@agrargenossenschaft-naundorf.de|Str. der Einheit 55|||Landschaftsgärtner|Agrargenossenschaft Naundorf-Niedergoseln eG|587
1594|||Agrargenossenschaft Riesa e.G.|Riesa Stadt|672422|2241|None||No Address|||No Business Description|No Business Name|2606
23992|||Landboden Glasin Betriebs GmbH|Glasin|672275|2241|038429 232|staedter@landboden-glasin.de|Warnkenhagener Str.|||Landesprodukte Großhandel|Landboden Glasin Betriebs GmbH|3754
17495|||Agrar GbR Groß Kiesow|Groß Kiesow|670483|2235|038356 247|info@agrar-gross-kiesow.de|Hauptstraße 2D||||Agrar GbR Groß Kiesow|566
7570|||Agrargenossenschaft Niederpöllnitz e.G.|Harth-Pöllnitz|670196|2234|036607 5100|agrareg.niederpoellnitz@t-online.de|Pappelallee 7|||Landwirtschaftliche Produkte Einzelhandel|Agrargenossenschaft Niederpöllnitz eG|172
1623|||Agrarunternehmen Lommatzscher Pflege eG|Lommatzsch Stadt|669752|2233|035241 58342||Barmenitz 1|||Landwirtschaftsbetrieb|Agrarunternehmen Lommatzscher Pflege e.G.|1571
99765|||Agrargenossenschaft Heringen e.G.|Heringen/Helme Stadt|666552|2222|036333 7700|AG-Heringen@t-online.de|Großer Riethweg 3|||Landwirtschaftsbetrieb|Agrargenossenschaft Heringen e.G.|32
99518|||Agrargenossenschaft Ilmtal e.G. Niedertrebra|Niedertrebra|664401|2215|036461 20610|info@agrar-ilmtal.de|Escherodaer Str. 1|||Landwirtschaftliche Produkte Einzelhandel|Abt. Läuferproduktion und Hofladen|567
1619|||Agrargenossenschaft Unteres Sächsisches Elbtal Kreinitz e.G.|Zeithain|662560|2209|035264 97122|agrargen.kreinitz@t-online.de|Schenkgasse 1|||Landmaschinenhändler|Agrargenossenschaft Unteres Sächsisches Elbtal Kreinitz e. G.|186
16845|||AG Barsikow eG|Wusterhausen/Dosse|661004|2203|033978 50232||Dorfstraße 7||||Agrargenossenschaft Barsikow e. G.|1216
6889|||Flämingland Agrar e.G. Boßdorf|Wittenberg Lutherstadt|660636|2202|034920 7040||Lobbeser Weg 1|||Versicherungsagenturen und -Vermittler (zertifiziert)|Flämingland Agrar eG Boßdorf|1946
6636|||AG Burgscheidungen/Laucha|Laucha an der Unstrut Stadt|660354|2201|034462 20244||Kastanienallee 79|||Landwirtschaftsbetrieb|Agrargenossenschaft Burgscheidungen/Laucha e. G.|1236
6682|||AB Gröbitz GmbH|Teuchern Stadt|657544|2192|034445 20283|AB-Groebitz@t-online.de|Siedlung 17a|||Landwirtschaftliche Produkte Einzelhandel|Agrarbetrieb Gröbitz GmbH|8
